"","season","league","matchweek","weekday","day","month","year","hour","stadium","attendance","referee","referee_var","home_team","away_team","home_team_score","away_team_score","home_team_score_time","away_team_score_time","home_team_penalty","away_team_penalty","home_team_penalty_time","away_team_penalty_time","home_team_penalty_scored","away_team_penalty_scored","home_team_penalty_scored_time","away_team_penalty_scored_time","home_team_penalty_missed","away_team_penalty_missed","home_team_penalty_missed_time","away_team_penalty_missed_time","home_team_own_goals","away_team_own_goals","home_team_own_goals_time","away_team_own_goals_time","home_team_possession","away_team_possession","home_team_yellow_card","away_team_yellow_card","home_team_yellow_card_time","away_team_yellow_card_time","home_team_red_card","away_team_red_card","home_team_red_card_time","away_team_red_card_time","home_team_fouls_committed","away_team_fouls_committed","home_team_fouls_won","away_team_fouls_won","home_team_shots","away_team_shots","home_team_shots_onTarget","away_team_shots_onTarget","home_team_shots_offTarget","away_team_shots_offTarget","home_team_shots_blocked","away_team_shots_blocked","home_team_corners","away_team_corners","home_team_offsides","away_team_offsides","home_team_ownGoals","home_team_ownGoals_time","away_team_ownGoals","away_team_ownGoals_time","total_score","total_penalty","total_penalty_scored","total_penalty_missed","total_ownGoals","total_yellow_card","total_red_card","total_fouls_committed","total_shots","total_shots_onTarget","total_shots_offTarget","total_shots_blocked","total_corner","total_offsides","match_final","team_won","team_lost","team_win_home","team_win_away"
"11","2016/2017","bundesliga",2,"Saturday","10","September","2016","2:30pm","Volkswagen Arena",NA,NA,NA,"Wolfsburg","Cologne",0,0,"NA","NA",0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,65.9,34.1,2,3,"57 30","66 66 73",0,0,NA,NA,13,14,"12","13",19,16,4,9,12,5,3,2,8,4,0,1,0,NA,0,NA,0,0,0,0,0,5,0,27,35,13,17,5,12,1,"draw",NA,NA,NA,NA
"12","2016/2017","bundesliga",2,"Saturday","10","September","2016","2:30pm","Merck-Stadion am Bollenfalltor",NA,NA,NA,"SV Darmstadt 98","Eintracht Frankfurt",1,0,"90","NA",0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,22.5,77.5,1,2,"76","58 90+1",0,0,NA,NA,16,13,"12","16",8,14,1,3,7,6,0,5,1,4,3,1,0,NA,0,NA,1,0,0,0,0,3,0,29,22,4,13,5,5,4,"victory","SV Darmstadt 98","Eintracht Frankfurt",1,0
"13","2016/2017","bundesliga",2,"Saturday","10","September","2016","5:30pm","Red Bull Arena",NA,NA,NA,"RB Leipzig","Borussia Dortmund",1,0,"89","NA",0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,34.3,65.7,2,2,"48 54","59 40",0,0,NA,NA,16,10,"10","16",10,8,4,1,5,5,1,2,5,7,3,2,0,NA,0,NA,1,0,0,0,0,4,0,26,18,5,10,3,12,5,"victory","RB Leipzig","Borussia Dortmund",1,0
"14","2016/2017","bundesliga",2,"Sunday","11","September","2016","4:30pm","Coface Arena",NA,NA,NA,"Mainz","Hoffenheim",4,4,"3 23 27 43","39 71 72 84",0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,30.2,69.8,1,3,"45+2","86 60 67",1,0,NA,NA,19,16,"15","19",12,20,6,5,5,8,1,7,8,5,1,2,0,NA,0,NA,8,0,0,0,0,4,1,35,32,11,13,8,13,3,"draw",NA,NA,NA,NA
"15","2016/2017","bundesliga",2,"Saturday","10","September","2016","2:30pm","BayArena",NA,NA,NA,"Bayer Leverkusen","Hamburg",3,1,"79 90+1 90+4","58",0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,61.9,38.1,2,1,"71 90","83",0,0,NA,NA,13,20,"18","13",15,6,5,2,7,3,3,1,4,1,4,2,0,NA,0,NA,4,0,0,0,0,3,0,33,21,7,10,4,5,6,"victory","Bayer Leverkusen","Hamburg",1,0
"16","2016/2017","bundesliga",2,"Saturday","10","September","2016","2:30pm","Audi Sportpark",NA,NA,NA,"FC Ingolstadt 04","Hertha Berlin",0,2,"NA","8 86",0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,59.1,40.9,3,1,"63 88 6","74",0,0,NA,NA,13,20,"19","13",11,7,5,6,3,1,3,0,6,1,2,0,0,NA,0,NA,2,0,0,0,0,4,0,33,18,11,4,3,7,2,"victory","Hertha Berlin","FC Ingolstadt 04",0,1
"17","2016/2017","bundesliga",2,"Saturday","10","September","2016","2:30pm","MAGE SOLAR Stadion",NA,NA,NA,"SC Freiburg","M'gladbach",3,1,"54 85 88","35",1,0,"88",NA,1,0,"88",NA,0,0,NA,NA,NA,NA,NA,NA,34.8,65.2,2,2,"86 76","87 51",0,0,NA,NA,17,11,"11","15",18,5,7,2,4,2,7,1,3,4,1,3,0,NA,0,NA,4,1,1,0,0,4,0,28,23,9,6,8,7,4,"victory","SC Freiburg","M'gladbach",1,0
"18","2016/2017","bundesliga",2,"Sunday","11","September","2016","2:30pm","Weser-Stadion",NA,NA,NA,"Werder Bremen","FC Augsburg",1,2,"45+2","52 73",1,0,"45+2",NA,1,0,"45+2",NA,0,0,NA,NA,NA,NA,NA,NA,52.7,47.3,2,3,"25 10","56 15 87",0,0,NA,NA,14,28,"28","14",10,18,1,5,6,8,3,5,0,4,0,1,0,NA,0,NA,3,1,1,0,0,5,0,42,28,6,14,8,4,1,"victory","FC Augsburg","Werder Bremen",0,1
"19","2016/2017","bundesliga",3,"Friday","16","September","2016","7:30pm","RheinEnergieStadion",NA,NA,NA,"Cologne","SC Freiburg",3,0,"29 43 31","NA",0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,34.7,65.3,1,1,"83","39",0,0,NA,NA,12,10,"9","12",9,17,3,8,4,6,2,3,4,6,5,0,0,NA,0,NA,3,0,0,0,0,2,0,22,26,11,10,5,10,5,"victory","Cologne","SC Freiburg",1,0
"20","2016/2017","bundesliga",3,"Saturday","17","September","2016","2:30pm","Signal Iduna Park",NA,NA,NA,"Borussia Dortmund","SV Darmstadt 98",6,0,"7 78 48 54 84 88","NA",0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,79.1,20.9,0,5,NA,"50 41 32 22 44",0,1,"57",NA,8,16,"16","8",22,5,13,1,4,3,5,1,12,2,2,1,0,NA,0,NA,6,0,0,0,0,5,1,24,27,14,7,6,14,3,"victory","Borussia Dortmund","SV Darmstadt 98",1,0
"21","2016/2017","bundesliga",3,"Saturday","17","September","2016","2:30pm","WIRSOL Rhein-Neckar-Arena",NA,NA,NA,"Hoffenheim","Wolfsburg",0,0,"NA","NA",0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,49.2,50.8,2,1,"78 20","11",0,0,NA,NA,17,18,"18","17",20,21,5,9,9,7,6,5,3,11,0,3,0,NA,0,NA,0,0,0,0,0,3,0,35,41,14,16,11,14,3,"draw",NA,NA,NA,NA
"22","2016/2017","bundesliga",3,"Saturday","17","September","2016","5:30pm","BORUSSIA-PARK",NA,NA,NA,"M'gladbach","Werder Bremen",4,1,"11 17 21 41","73",1,0,"21",NA,1,0,"21",NA,0,0,NA,NA,NA,NA,NA,NA,62.1,37.9,0,3,NA,"86 22 59",0,1,"80",NA,9,19,"17","9",15,9,7,5,4,3,4,1,10,4,1,0,0,NA,0,NA,5,1,1,0,0,3,1,28,24,12,7,5,14,1,"victory","M'gladbach","Werder Bremen",1,0
"23","2016/2017","bundesliga",3,"Sunday","18","September","2016","4:30pm","Olympiastadion",NA,NA,NA,"Hertha Berlin","Schalke",2,0,"64 74","NA",0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,49.3,50.7,1,1,"63","63",0,0,NA,NA,12,17,"17","12",8,11,2,4,5,3,1,4,4,6,0,2,0,NA,0,NA,2,0,0,0,0,2,0,29,19,6,8,5,10,2,"victory","Hertha Berlin","Schalke",1,0
"24","2016/2017","bundesliga",3,"Saturday","17","September","2016","2:30pm","Allianz Arena",NA,NA,NA,"Bayern Munich","FC Ingolstadt 04",3,1,"12 50 84","8",0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,69.3,30.7,1,2,"81","59 72",0,0,NA,NA,18,17,"17","17",10,13,5,5,4,7,1,1,5,5,1,2,0,NA,0,NA,4,0,0,0,0,3,0,35,23,10,11,2,10,3,"victory","Bayern Munich","FC Ingolstadt 04",1,0
"25","2016/2017","bundesliga",3,"Saturday","17","September","2016","2:30pm","Imtech Arena",NA,NA,NA,"Hamburg","RB Leipzig",0,4,"NA","66 72 77 90+2",0,1,NA,"66",0,1,NA,"66",0,0,NA,NA,NA,NA,NA,NA,62.9,37.1,5,1,"65 8 51 13 70","74",0,0,NA,NA,17,13,"12","17",14,12,2,6,7,4,5,2,8,3,1,4,0,NA,0,NA,4,1,1,0,0,6,0,30,26,8,11,7,11,5,"victory","RB Leipzig","Hamburg",0,1
"26","2016/2017","bundesliga",3,"Saturday","17","September","2016","2:30pm","Commerzbank Arena",NA,NA,NA,"Eintracht Frankfurt","Bayer Leverkusen",2,1,"53 79","60",0,1,NA,"88",0,0,NA,NA,0,1,NA,"88",NA,NA,NA,NA,40.2,59.8,3,0,"87 73 68",NA,0,0,NA,NA,22,14,"12","21",17,7,8,3,7,4,2,0,1,3,2,7,0,NA,0,NA,3,1,0,1,0,3,0,36,24,11,11,2,4,9,"victory","Eintracht Frankfurt","Bayer Leverkusen",1,0
"27","2016/2017","bundesliga",3,"Sunday","18","September","2016","2:30pm","SGL Arena",NA,NA,NA,"FC Augsburg","Mainz",1,3,"73","7 75 81",0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,53.2,46.8,1,2,"77","76 49",0,1,"90+3",NA,15,16,"16","14",12,11,5,6,4,4,3,1,2,7,4,1,0,NA,0,NA,4,0,0,0,0,3,1,31,23,11,8,4,9,5,"victory","Mainz","FC Augsburg",0,1
"28","2016/2017","bundesliga",4,"Tuesday","20","September","2016","7:00pm","Volkswagen Arena",NA,NA,NA,"Wolfsburg","Borussia Dortmund",1,5,"53","4 16 62 58 73",0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,49.8,50.2,2,0,"13 25",NA,0,0,NA,NA,15,12,"11","14",16,10,9,9,6,0,1,1,2,3,4,3,0,NA,0,NA,6,0,0,0,0,2,0,27,26,18,6,2,5,7,"victory","Borussia Dortmund","Wolfsburg",0,1
"29","2016/2017","bundesliga",4,"Tuesday","20","September","2016","7:00pm","Merck-Stadion am Bollenfalltor",NA,NA,NA,"SV Darmstadt 98","Hoffenheim",1,1,"90+2","46",0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,29.1,70.9,1,1,"77","83",0,0,NA,NA,16,18,"17","15",12,15,3,4,7,5,2,6,2,6,7,0,0,NA,0,NA,2,0,0,0,0,2,0,34,27,7,12,8,8,7,"draw",NA,NA,NA,NA
"30","2016/2017","bundesliga",4,"Wednesday","21","September","2016","7:00pm","Allianz Arena",NA,NA,NA,"Bayern Munich","Hertha Berlin",3,0,"16 68 72","NA",0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,75.7,24.3,1,0,"80",NA,0,0,NA,NA,9,9,"8","8",16,2,7,2,7,0,2,0,6,2,5,1,0,NA,0,NA,3,0,0,0,0,1,0,18,18,9,7,2,8,6,"victory","Bayern Munich","Hertha Berlin",1,0
"31","2016/2017","bundesliga",4,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Schalke","Cologne",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2016/2017","bundesliga",4,"Wednesday","21","September","2016","7:00pm","Red Bull Arena",NA,NA,NA,"RB Leipzig","M'gladbach",1,1,"6","84",0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,42.6,57.4,1,2,"73","45 89",0,0,NA,NA,15,16,"16","15",9,3,5,1,3,1,1,1,5,2,2,4,0,NA,0,NA,2,0,0,0,0,3,0,31,12,6,4,2,7,6,"draw",NA,NA,NA,NA
"33","2016/2017","bundesliga",4,"Tuesday","20","September","2016","7:00pm","Audi Sportpark",NA,NA,NA,"FC Ingolstadt 04","Eintracht Frankfurt",0,2,"NA","45+2 50",0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,56.5,43.5,0,1,NA,"82",0,0,NA,NA,20,19,"18","19",13,9,3,5,6,3,4,1,6,4,5,1,0,NA,0,NA,2,0,0,0,0,1,0,39,22,8,9,5,10,6,"victory","Eintracht Frankfurt","FC Ingolstadt 04",0,1
"34","2016/2017","bundesliga",4,"Tuesday","20","September","2016","7:00pm","MAGE SOLAR Stadion",NA,NA,NA,"SC Freiburg","Hamburg",1,0,"70","NA",0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,48.6,51.4,1,0,"33",NA,0,0,NA,NA,17,17,"16","16",20,7,4,0,5,6,11,1,7,0,1,3,0,NA,0,NA,1,0,0,0,0,1,0,34,27,4,11,12,7,4,"victory","SC Freiburg","Hamburg",1,0
"35","2016/2017","bundesliga",4,"Wednesday","21","September","2016","7:00pm","BayArena",NA,NA,NA,"Bayer Leverkusen","FC Augsburg",0,0,"NA","NA",1,0,"72",NA,0,0,NA,NA,1,0,"72",NA,NA,NA,NA,NA,72.1,27.9,0,2,NA,"46 71",0,0,NA,NA,14,16,"15","14",14,5,6,2,6,2,2,1,6,3,1,3,0,NA,0,NA,0,1,0,1,0,2,0,30,19,8,8,3,9,4,"draw",NA,NA,NA,NA
"36","2016/2017","bundesliga",4,"Wednesday","21","September","2016","7:00pm","Weser-Stadion",NA,NA,NA,"Werder Bremen","Mainz",1,2,"12","87 90+2",0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,39.5,60.5,2,2,"88 24","71 90+3",0,0,NA,NA,15,14,"14","13",13,13,7,6,5,6,1,1,3,14,2,4,0,NA,0,NA,3,0,0,0,0,4,0,29,26,13,11,2,17,6,"victory","Mainz","Werder Bremen",0,1
"37","2016/2017","bundesliga",5,"Friday","23","September","2016","7:30pm","Signal Iduna Park",NA,NA,NA,"Borussia Dortmund","SC Freiburg",3,1,"45 53 90+1","60",0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,71,29,2,3,"70 38","76 62 65",0,0,NA,NA,8,27,"27","8",24,9,5,5,13,3,6,1,15,3,3,1,0,NA,0,NA,4,0,0,0,0,5,0,35,33,10,16,7,18,4,"victory","Borussia Dortmund","SC Freiburg",1,0
"38","2016/2017","bundesliga",5,"Saturday","24","September","2016","2:30pm","Coface Arena",NA,NA,NA,"Mainz","Bayer Leverkusen",2,3,"31 35","32 66 90+2",0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,37.6,62.4,3,2,"42 11 45","21 45+1",0,0,NA,NA,12,14,"14","11",9,16,5,6,3,8,1,2,6,1,5,2,0,NA,0,NA,5,0,0,0,0,5,0,26,25,11,11,3,7,7,"victory","Bayer Leverkusen","Mainz",0,1
"39","2016/2017","bundesliga",5,"Saturday","24","September","2016","2:30pm","SGL Arena",NA,NA,NA,"FC Augsburg","SV Darmstadt 98",1,0,"47","NA",0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,66.5,33.5,2,2,"86 37","41 31",0,1,"45+3",NA,7,14,"14","7",19,5,6,0,10,3,3,2,3,5,2,1,0,NA,0,NA,1,0,0,0,0,4,1,21,24,6,13,5,8,3,"victory","FC Augsburg","SV Darmstadt 98",1,0
"40","2016/2017","bundesliga",5,"Saturday","24","September","2016","5:30pm","Weser-Stadion",NA,NA,NA,"Werder Bremen","Wolfsburg",2,1,"86 90+1","69",0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,39.2,60.8,1,3,"61","26 49 40",0,0,NA,NA,17,14,"14","15",16,11,4,3,10,4,2,4,6,2,3,1,1,"69",0,NA,3,0,0,0,1,4,0,31,27,7,14,6,8,4,"victory","Werder Bremen","Wolfsburg",1,0
"41","2016/2017","bundesliga",5,"Sunday","25","September","2016","4:30pm","RheinEnergieStadion",NA,NA,NA,"Cologne","RB Leipzig",1,1,"25","5",0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,45.5,54.5,1,2,"54","39 90+2",0,0,NA,NA,10,16,"16","10",10,12,2,2,6,6,2,4,1,6,3,0,0,NA,0,NA,2,0,0,0,0,3,0,26,22,4,12,6,7,3,"draw",NA,NA,NA,NA
"42","2016/2017","bundesliga",5,"Saturday","24","September","2016","2:30pm","BORUSSIA-PARK",NA,NA,NA,"M'gladbach","FC Ingolstadt 04",2,0,"42 76","NA",0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,55.4,44.6,2,3,"65 53","85 4 66",0,0,NA,NA,24,14,"14","23",7,8,5,2,2,5,0,1,1,3,3,4,0,NA,0,NA,2,0,0,0,0,5,0,38,15,7,7,1,4,7,"victory","M'gladbach","FC Ingolstadt 04",1,0
"43","2016/2017","bundesliga",5,"Saturday","24","September","2016","2:30pm","Imtech Arena",NA,NA,NA,"Hamburg","Bayern Munich",0,1,"NA","88",0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,30.9,69.1,2,3,"70 90+2","65 83 73",0,0,NA,NA,17,12,"12","17",7,17,1,8,5,4,1,5,3,5,3,2,0,NA,0,NA,1,0,0,0,0,5,0,29,24,9,9,6,8,5,"victory","Bayern Munich","Hamburg",0,1
"44","2016/2017","bundesliga",5,"Saturday","24","September","2016","2:30pm","Commerzbank Arena",NA,NA,NA,"Eintracht Frankfurt","Hertha Berlin",3,3,"39 45 90+2","19 58 65",0,1,NA,"19",0,1,NA,"19",0,0,NA,NA,NA,NA,NA,NA,56.7,43.3,4,2,"71 76 17 85","42 85",0,0,NA,NA,15,13,"12","14",11,6,4,4,4,1,3,1,4,1,1,2,0,NA,0,NA,6,1,1,0,0,6,0,28,17,8,5,4,5,3,"draw",NA,NA,NA,NA
"45","2016/2017","bundesliga",5,"Sunday","25","September","2016","2:30pm","WIRSOL Rhein-Neckar-Arena",NA,NA,NA,"Hoffenheim","Schalke",2,1,"17 41","4",0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,43.5,56.5,1,1,"26","90+6",0,0,NA,NA,11,14,"13","11",14,12,2,5,9,5,3,2,2,6,2,3,0,NA,0,NA,3,0,0,0,0,2,0,25,26,7,14,5,8,5,"victory","Hoffenheim","Schalke",1,0
"46","2016/2017","bundesliga",6,"Friday","30","September","2016","7:30pm","Red Bull Arena",NA,NA,NA,"RB Leipzig","FC Augsburg",2,1,"11 52","14",0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,57.1,42.9,0,3,NA,"84 53 26",0,0,NA,NA,15,12,"12","14",17,6,10,2,3,1,4,3,6,3,2,1,0,NA,0,NA,3,0,0,0,0,3,0,27,23,12,4,7,9,3,"victory","RB Leipzig","FC Augsburg",1,0
"47","2016/2017","bundesliga",6,"Saturday","1","October","2016","2:30pm","Olympiastadion",NA,NA,NA,"Hertha Berlin","Hamburg",2,0,"29 70","NA",1,0,"70",NA,1,0,"70",NA,0,0,NA,NA,NA,NA,NA,NA,41.6,58.4,2,6,"16 31","78 3 32 27 48 90+2",0,0,NA,NA,11,20,"20","11",14,16,5,3,6,8,3,5,7,3,0,1,0,NA,0,NA,2,1,1,0,0,8,0,31,30,8,14,8,10,1,"victory","Hertha Berlin","Hamburg",1,0
"48","2016/2017","bundesliga",6,"Saturday","1","October","2016","2:30pm","Merck-Stadion am Bollenfalltor",NA,NA,NA,"SV Darmstadt 98","Werder Bremen",2,2,"19 73","51 67",1,0,"19",NA,1,0,"19",NA,0,0,NA,NA,NA,NA,NA,NA,40,60,2,1,"12 38","30",0,0,NA,NA,18,20,"19","17",9,15,2,7,4,4,3,4,5,10,0,1,0,NA,0,NA,4,1,1,0,0,3,0,38,24,9,8,7,15,1,"draw",NA,NA,NA,NA
"49","2016/2017","bundesliga",6,"Saturday","1","October","2016","5:30pm","BayArena",NA,NA,NA,"Bayer Leverkusen","Borussia Dortmund",2,0,"10 79","NA",0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,29.7,70.3,5,1,"62 14 37 88 40","74",0,0,NA,NA,21,7,"7","21",11,10,6,4,5,3,0,3,1,9,4,3,0,NA,0,NA,2,0,0,0,0,6,0,28,21,10,8,3,10,7,"victory","Bayer Leverkusen","Borussia Dortmund",1,0
