"","season","league","matchweek","weekday","day","month","year","hour","stadium","attendance","referee","referee_var","home_team","away_team","home_team_score","away_team_score","home_team_score_time","away_team_score_time","home_team_penalty","away_team_penalty","home_team_penalty_time","away_team_penalty_time","home_team_penalty_scored","away_team_penalty_scored","home_team_penalty_scored_time","away_team_penalty_scored_time","home_team_penalty_missed","away_team_penalty_missed","home_team_penalty_missed_time","away_team_penalty_missed_time","home_team_own_goals","away_team_own_goals","home_team_own_goals_time","away_team_own_goals_time","home_team_possession","away_team_possession","home_team_yellow_card","away_team_yellow_card","home_team_yellow_card_time","away_team_yellow_card_time","home_team_red_card","away_team_red_card","home_team_red_card_time","away_team_red_card_time","home_team_fouls_committed","away_team_fouls_committed","home_team_fouls_won","away_team_fouls_won","home_team_shots","away_team_shots","home_team_shots_onTarget","away_team_shots_onTarget","home_team_shots_offTarget","away_team_shots_offTarget","home_team_shots_blocked","away_team_shots_blocked","home_team_corners","away_team_corners","home_team_offsides","away_team_offsides","home_team_ownGoals","home_team_ownGoals_time","away_team_ownGoals","away_team_ownGoals_time","total_score","total_penalty","total_penalty_scored","total_penalty_missed","total_ownGoals","total_yellow_card","total_red_card","total_fouls_committed","total_shots","total_shots_onTarget","total_shots_offTarget","total_shots_blocked","total_corner","total_offsides","match_final","team_won","team_lost","team_win_home","team_win_away"
"1","2020/2021","bundesliga",1,"Friday","18","September","2020","7:30pm","Allianz Arena.",NA,"Felix Zwayer","Tobias Welz","Bayern Munich","Schalke",8,0,"4 47 59 19 31 69 71 81","NA",1,0,"31",NA,1,0,"31",NA,0,0,NA,NA,NA,NA,NA,NA,62.9,37.1,1,2,"65","30 82",0,0,NA,NA,11,12,"11","11",21,5,12,1,6,2,3,2,9,2,3,3,0,NA,0,NA,8,1,1,0,0,3,0,23,26,13,8,5,11,6,"victory","Bayern Munich","Schalke",1,0
"2","2020/2021","bundesliga",1,"Saturday","19","September","2020","2:30pm","An der Alten Forsterei",NA,"Marco Fritz","Timo Gerach","1. FC Union Berlin","FC Augsburg",1,3,"75","40 82 89",0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,58.6,41.4,2,0,"9 62",NA,0,0,NA,NA,9,9,"8","9",15,9,3,5,6,1,6,3,8,1,4,1,0,NA,0,NA,4,0,0,0,0,2,0,18,24,8,7,9,9,5,"victory","FC Augsburg","1. FC Union Berlin",0,1
"3","2020/2021","bundesliga",1,"Saturday","19","September","2020","2:30pm","Weser-Stadion",NA,"Sascha Stegemann","Gunter Perl","Werder Bremen","Hertha Berlin",1,4,"69","42 45+2 62 90",0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,44.9,55.1,2,0,"46 90+1",NA,0,0,NA,NA,12,17,"16","10",16,13,6,6,7,6,3,1,7,4,0,0,0,NA,0,NA,5,0,0,0,0,2,0,29,29,12,13,4,11,0,"victory","Hertha Berlin","Werder Bremen",0,1
"4","2020/2021","bundesliga",1,"Saturday","19","September","2020","5:30pm","Signal Iduna Park",NA,"Dr. Felix Brych","Tobias Reichel","Borussia Dortmund","M'gladbach",3,0,"35 54 77","NA",1,0,"54",NA,1,0,"54",NA,0,0,NA,NA,NA,NA,NA,NA,47.8,52.2,1,1,"13","39",0,0,NA,NA,10,9,"9","9",10,8,4,2,3,2,3,4,1,3,2,2,0,NA,0,NA,3,1,1,0,0,2,0,19,18,6,5,7,4,4,"victory","Borussia Dortmund","M'gladbach",1,0
"5","2020/2021","bundesliga",1,"Sunday","20","September","2020","5:00pm","Volkswagen Arena",NA,"Sven Jablonski","Martin Petersen","Wolfsburg","Bayer Leverkusen",0,0,"NA","NA",0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,40.6,59.4,1,2,"43","33 90+2",0,0,NA,NA,14,12,"12","14",9,7,1,3,4,2,4,2,4,4,3,3,0,NA,0,NA,0,0,0,0,0,3,0,26,16,4,6,6,8,6,"draw",NA,NA,NA,NA
"6","2020/2021","bundesliga",1,"Saturday","19","September","2020","2:30pm","Commerzbank-Arena",NA,"Benjamin Brand","Harm Osmers","Eintracht Frankfurt","Arminia Bielefeld",1,1,"62","51",0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,62.2,37.8,2,2,"33 55","8 70",0,0,NA,NA,14,13,"11","14",18,12,6,4,6,5,6,3,14,3,2,1,0,NA,0,NA,2,0,0,0,0,4,0,27,30,10,11,9,17,3,"draw",NA,NA,NA,NA
"7","2020/2021","bundesliga",1,"Saturday","19","September","2020","2:30pm","RheinEnergieStadion.",NA,"Daniel Siebert","Frank Willenborg","Cologne","Hoffenheim",2,3,"22 86","3 45+3 90+2",0,1,NA,"45+3",0,1,NA,"45+3",0,0,NA,NA,NA,NA,NA,NA,49.7,50.3,3,4,"33 85 69","90 45+5 90+5 90",0,0,NA,NA,11,13,"13","11",13,13,6,7,6,5,1,1,1,6,0,2,0,NA,0,NA,5,1,1,0,0,7,0,24,26,13,11,2,7,2,"victory","Hoffenheim","Cologne",0,1
"8","2020/2021","bundesliga",1,"Saturday","19","September","2020","2:30pm","Mercedes-Benz Arena.",NA,"Benjamin Cortus","Bibiana Steinhaus","Stuttgart","SC Freiburg",2,3,"71 81","8 26 47",0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,64.2,35.8,2,2,"44 25","35 90+6",0,0,NA,NA,12,16,"15","12",26,7,7,6,10,0,9,1,7,2,0,3,0,NA,0,NA,5,0,0,0,0,4,0,28,33,13,10,10,9,3,"victory","SC Freiburg","Stuttgart",0,1
"9","2020/2021","bundesliga",1,"Sunday","20","September","2020","2:30pm","Red Bull Arena.",NA,"Manuel Grafe","Sven Waschitzki","RB Leipzig","Mainz",3,1,"17 21 51","48",1,0,"17",NA,1,0,"17",NA,0,0,NA,NA,NA,NA,NA,NA,72.5,27.5,1,2,"64","58 30",0,0,NA,NA,5,11,"11","5",23,9,10,1,10,4,3,4,7,5,1,3,0,NA,0,NA,4,1,1,0,0,3,0,16,32,11,14,7,12,4,"victory","RB Leipzig","Mainz",1,0
"10","2020/2021","bundesliga",2,"Friday","25","September","2020","7:30pm","Olympiastadion",NA,"Bastian Dankert","Bibiana Steinhaus","Hertha Berlin","Eintracht Frankfurt",1,3,"77","30 36 71",0,1,NA,"30",0,1,NA,"30",0,0,NA,NA,NA,NA,NA,NA,55.8,44.2,3,4,"78 35 72","56 47 90 84",0,0,NA,NA,13,16,"16","13",12,11,6,3,4,7,2,1,4,3,1,0,0,NA,1,"77",4,1,1,0,1,7,0,29,23,9,11,3,7,1,"victory","Eintracht Frankfurt","Hertha Berlin",0,1
