"","season","league","matchweek","weekday","day","month","year","hour","stadium","attendance","referee","referee_var","home_team","away_team","home_team_score","away_team_score","home_team_score_time","away_team_score_time","home_team_penalty","away_team_penalty","home_team_penalty_time","away_team_penalty_time","home_team_penalty_scored","away_team_penalty_scored","home_team_penalty_scored_time","away_team_penalty_scored_time","home_team_penalty_missed","away_team_penalty_missed","home_team_penalty_missed_time","away_team_penalty_missed_time","home_team_own_goals","away_team_own_goals","home_team_own_goals_time","away_team_own_goals_time","home_team_possession","away_team_possession","home_team_yellow_card","away_team_yellow_card","home_team_yellow_card_time","away_team_yellow_card_time","home_team_red_card","away_team_red_card","home_team_red_card_time","away_team_red_card_time","home_team_fouls_committed","away_team_fouls_committed","home_team_fouls_won","away_team_fouls_won","home_team_shots","away_team_shots","home_team_shots_onTarget","away_team_shots_onTarget","home_team_shots_offTarget","away_team_shots_offTarget","home_team_shots_blocked","away_team_shots_blocked","home_team_corners","away_team_corners","home_team_offsides","away_team_offsides","home_team_ownGoals","home_team_ownGoals_time","away_team_ownGoals","away_team_ownGoals_time","total_score","total_penalty","total_penalty_scored","total_penalty_missed","total_ownGoals","total_yellow_card","total_red_card","total_fouls_committed","total_shots","total_shots_onTarget","total_shots_offTarget","total_shots_blocked","total_corner","total_offsides","match_final","team_won","team_lost","team_win_home","team_win_away"
"11","2015/2016","premier league",2,"Friday","14","August","2015","7:45pm","Villa Park",NA,NA,NA,"Aston Villa","Manchester United",0,1,"NA","29",0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,45.6,54.4,2,2,"90+1 71","84 74",0,0,NA,NA,14,10,"10","13",5,9,1,2,3,4,1,3,3,5,4,3,0,NA,0,NA,1,0,0,0,0,4,0,24,14,3,7,4,8,7,"victory","Manchester United","Aston Villa",0,1
"12","2015/2016","premier league",2,"Saturday","15","August","2015","3:00pm","Stadium of Light",NA,NA,NA,"Sunderland","Norwich City",1,3,"88","26 37 57",0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,43.9,56.1,1,2,"9","7 48",0,0,NA,NA,7,7,"6","7",6,18,2,6,3,4,1,8,6,6,2,1,0,NA,0,NA,4,0,0,0,0,3,0,14,24,8,7,9,12,3,"victory","Norwich City","Sunderland",0,1
"13","2015/2016","premier league",2,"Saturday","15","August","2015","3:00pm","White Hart Lane",NA,NA,NA,"Tottenham Hotspur","Stoke City",2,2,"19 45+2","78 83",0,1,NA,"78",0,1,NA,"78",0,0,NA,NA,NA,NA,NA,NA,53.2,46.8,2,2,"24 48","73 8",0,0,NA,NA,15,11,"11","15",13,15,7,7,2,6,4,2,4,3,3,3,0,NA,0,NA,4,1,1,0,0,4,0,26,28,14,8,6,7,6,"draw",NA,NA,NA,NA
"14","2015/2016","premier league",2,"Saturday","15","August","2015","3:00pm","Upton Park",NA,NA,NA,"West Ham United","Leicester City",1,2,"55","27 38",0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,69.8,30.2,1,3,"40","11 54 88",1,0,NA,NA,11,12,"12","11",10,10,3,5,3,3,4,2,8,4,1,1,0,NA,0,NA,3,0,0,0,0,4,1,23,20,8,6,6,12,2,"victory","Leicester City","West Ham United",0,1
"15","2015/2016","premier league",2,"Sunday","16","August","2015","4:00pm","Etihad Stadium",NA,NA,NA,"Manchester City","Chelsea",3,0,"31 79 85","NA",0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,49.2,50.8,4,2,"33 90+1 51 45+1","48 81",0,0,NA,NA,19,13,"13","19",18,10,8,3,6,4,4,3,5,1,1,3,0,NA,0,NA,3,0,0,0,0,6,0,32,28,11,10,7,6,4,"victory","Manchester City","Chelsea",1,0
"16","2015/2016","premier league",2,"Saturday","15","August","2015","12:45pm","St. Mary's Stadium",NA,NA,NA,"Southampton","Everton",0,3,"NA","22 45 84",0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,54.4,45.6,4,2,"6 77 38 49","75 45+4",0,0,NA,NA,11,10,"9","11",17,10,4,4,9,2,4,4,9,9,1,2,0,NA,0,NA,3,0,0,0,0,6,0,21,27,8,11,8,18,3,"victory","Everton","Southampton",0,1
"17","2015/2016","premier league",2,"Saturday","15","August","2015","3:00pm","The Liberty Stadium",NA,NA,NA,"Swansea City","Newcastle United",2,0,"9 52","NA",0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,65.8,34.2,2,2,"61 49","17 84",0,1,"41",NA,11,8,"8","11",19,4,6,2,6,2,7,0,4,4,3,1,0,NA,0,NA,2,0,0,0,0,4,1,19,23,8,8,7,8,4,"victory","Swansea City","Newcastle United",1,0
"18","2015/2016","premier league",2,"Saturday","15","August","2015","3:00pm","Vicarage Road",NA,NA,NA,"Watford","West Bromwich Albion",0,0,"NA","NA",0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,63.9,36.1,1,2,"90+1","31 66",0,0,NA,NA,13,10,"10","11",16,6,5,0,8,5,3,1,2,4,0,0,0,NA,0,NA,0,0,0,0,0,3,0,23,22,5,13,4,6,0,"draw",NA,NA,NA,NA
"19","2015/2016","premier league",2,"Sunday","16","August","2015","1:30pm","Selhurst Park",NA,NA,NA,"Crystal Palace","Arsenal",1,2,"28","16 55",0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,40.8,59.2,1,1,"45+1","41",0,0,NA,NA,14,12,"12","14",11,20,4,7,4,6,3,7,6,6,3,2,1,"55",0,NA,3,0,0,0,1,2,0,26,31,11,10,10,12,5,"victory","Arsenal","Crystal Palace",0,1
"20","2015/2016","premier league",2,"Monday","17","August","2015","8:00pm","Anfield",NA,NA,NA,"Liverpool","Bournemouth",1,0,"26","NA",0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,54.9,45.1,1,4,"75","90+1 76 34 77",0,0,NA,NA,11,18,"17","11",18,13,2,2,11,6,5,5,6,8,1,0,0,NA,0,NA,1,0,0,0,0,5,0,29,31,4,17,10,14,1,"victory","Liverpool","Bournemouth",1,0
"21","2015/2016","premier league",3,"Saturday","22","August","2015","12:45pm","Old Trafford",NA,NA,NA,"Manchester United","Newcastle United",0,0,"NA","NA",0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,69.3,30.7,2,2,"19 70","20 57",0,0,NA,NA,15,11,"11","15",20,7,8,0,3,4,9,3,11,5,4,2,0,NA,0,NA,0,0,0,0,0,4,0,26,27,8,7,12,16,6,"draw",NA,NA,NA,NA
"22","2015/2016","premier league",3,"Saturday","22","August","2015","3:00pm","The King Power Stadium",NA,NA,NA,"Leicester City","Tottenham Hotspur",1,1,"82","81",0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,34.8,65.2,1,4,"90+1","60 83 29 31",0,0,NA,NA,7,14,"14","7",13,19,2,6,5,9,6,4,2,7,1,0,0,NA,0,NA,2,0,0,0,0,5,0,21,32,8,14,10,9,1,"draw",NA,NA,NA,NA
"23","2015/2016","premier league",3,"Saturday","22","August","2015","3:00pm","Stadium of Light",NA,NA,NA,"Sunderland","Swansea City",1,1,"62","45+3",0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,39.3,60.7,4,2,"47 82 21 18","54 90+2",0,0,NA,NA,16,9,"9","14",10,20,2,9,5,6,3,5,3,4,4,2,0,NA,0,NA,2,0,0,0,0,6,0,25,30,11,11,8,7,6,"draw",NA,NA,NA,NA
"24","2015/2016","premier league",3,"Sunday","23","August","2015","1:30pm","The Hawthorns",NA,NA,NA,"West Bromwich Albion","Chelsea",2,3,"35 59","20 30 42",1,0,"14",NA,0,0,NA,NA,1,0,"14",NA,NA,NA,NA,NA,43.9,56.1,2,1,"71 37","17",0,1,"54",NA,9,12,"11","8",15,15,6,5,6,7,3,3,8,7,2,1,0,NA,0,NA,5,1,0,1,0,3,1,21,30,11,13,6,15,3,"victory","Chelsea","West Bromwich Albion",0,1
"25","2015/2016","premier league",3,"Sunday","23","August","2015","4:00pm","Vicarage Road",NA,NA,NA,"Watford","Southampton",0,0,"NA","NA",0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,52,48,0,2,NA,"57 28",0,0,NA,NA,10,11,"11","10",13,14,0,4,6,10,7,0,5,2,4,2,0,NA,0,NA,0,0,0,0,0,2,0,21,27,4,16,7,7,6,"draw",NA,NA,NA,NA
"26","2015/2016","premier league",3,"Saturday","22","August","2015","3:00pm","Selhurst Park",NA,NA,NA,"Crystal Palace","Aston Villa",2,1,"71 87","77",0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,49.9,50.1,3,3,"18 50 90","86 84 55",0,0,NA,NA,12,15,"14","12",16,11,6,2,7,6,3,3,6,4,4,0,1,"77",0,NA,3,0,0,0,1,6,0,27,27,8,13,6,10,4,"victory","Crystal Palace","Aston Villa",1,0
"27","2015/2016","premier league",3,"Saturday","22","August","2015","3:00pm","Carrow Road",NA,NA,NA,"Norwich City","Stoke City",1,1,"28","11",0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,42.6,57.4,4,1,"82 45+1 47 62","85",0,0,NA,NA,16,5,"5","14",20,6,7,1,8,4,5,1,9,0,2,4,0,NA,0,NA,2,0,0,0,0,5,0,21,26,8,12,6,9,6,"draw",NA,NA,NA,NA
"28","2015/2016","premier league",3,"Saturday","22","August","2015","3:00pm","Upton Park",NA,NA,NA,"West Ham United","Bournemouth",3,4,"48 53 82","79 11 28 79 66",1,1,"48","79",1,1,"48","79",0,0,NA,NA,NA,NA,NA,NA,45.8,54.2,0,1,NA,"75",1,0,NA,NA,8,11,"11","8",10,15,4,7,3,6,3,2,5,4,3,1,0,NA,0,NA,7,2,2,0,0,1,1,19,25,11,9,5,9,4,"victory","Bournemouth","West Ham United",0,1
"29","2015/2016","premier league",3,"Sunday","23","August","2015","4:00pm","Goodison Park",NA,NA,NA,"Everton","Manchester City",0,2,"NA","60 88",0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,45.7,54.3,0,3,NA,"42 45+3 86",0,0,NA,NA,5,7,"7","5",10,16,1,9,5,3,4,4,8,7,3,2,0,NA,0,NA,2,0,0,0,0,3,0,12,26,10,8,8,15,5,"victory","Manchester City","Everton",0,1
"30","2015/2016","premier league",3,"Monday","24","August","2015","8:00pm","Emirates Stadium",NA,NA,NA,"Arsenal","Liverpool",0,0,"NA","NA",0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,65.7,34.3,1,4,"65","85 61 79 66",0,0,NA,NA,2,13,"12","2",19,15,5,8,9,4,5,3,7,8,5,4,0,NA,0,NA,0,0,0,0,0,5,0,15,34,13,13,8,15,9,"draw",NA,NA,NA,NA
"31","2015/2016","premier league",4,"Saturday","29","August","2015","12:45pm","St James' Park, Newcastle",NA,NA,NA,"Newcastle United","Arsenal",0,1,"NA","52",0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,26.3,73.7,6,1,"19 90+2 48 3 49 26","49",1,0,NA,NA,15,8,"8","15",1,22,0,9,1,6,0,7,0,9,2,2,1,"52",0,NA,1,0,0,0,1,7,1,23,23,9,7,7,9,4,"victory","Arsenal","Newcastle United",0,1
"32","2015/2016","premier league",4,"Saturday","29","August","2015","3:00pm","Villa Park",NA,NA,NA,"Aston Villa","Sunderland",2,2,"11 41","8 52",1,0,"11",NA,1,0,"11",NA,0,0,NA,NA,NA,NA,NA,NA,62,38,2,1,"37 79","90",0,0,NA,NA,10,14,"14","8",21,7,6,3,11,3,4,1,5,4,0,1,0,NA,0,NA,4,1,1,0,0,3,0,24,28,9,14,5,9,1,"draw",NA,NA,NA,NA
"33","2015/2016","premier league",4,"Saturday","29","August","2015","3:00pm","Anfield",NA,NA,NA,"Liverpool","West Ham United",0,3,"NA","3 29 90+2",0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,62.7,37.3,4,2,"90+1 70 45+4 86","38 81",1,1,"78",NA,17,12,"12","15",13,12,1,5,7,4,5,3,5,7,1,1,0,NA,0,NA,3,0,0,0,0,6,2,29,25,6,11,8,12,2,"victory","West Ham United","Liverpool",0,1
"34","2015/2016","premier league",4,"Saturday","29","August","2015","3:00pm","Bet365 Stadium",NA,NA,NA,"Stoke City","West Bromwich Albion",0,1,"NA","45+3",0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,49.1,50.9,1,4,"66","84 25 69 90+3",2,0,NA,NA,4,9,"9","4",13,15,5,5,5,6,3,4,6,5,2,3,0,NA,0,NA,1,0,0,0,0,5,2,13,28,10,11,7,11,5,"victory","West Bromwich Albion","Stoke City",0,1
"35","2015/2016","premier league",4,"Sunday","30","August","2015","1:30pm","St. Mary's Stadium",NA,NA,NA,"Southampton","Norwich City",3,0,"45+1 64 67","NA",0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,61.1,38.9,0,1,NA,"27",0,1,"31",NA,4,12,"12","4",23,6,8,1,13,3,2,2,6,4,2,0,0,NA,0,NA,3,0,0,0,0,1,1,16,29,9,16,4,10,2,"victory","Southampton","Norwich City",1,0
"36","2015/2016","premier league",4,"Saturday","29","August","2015","3:00pm","Vitality Stadium",NA,NA,NA,"Bournemouth","Leicester City",1,1,"24","86",0,1,NA,"86",0,1,NA,"86",0,0,NA,NA,NA,NA,NA,NA,56.1,43.9,2,4,"75 1","13 48 90+2 36",0,0,NA,NA,9,19,"18","9",5,4,2,2,0,2,3,0,4,4,1,1,0,NA,0,NA,2,1,1,0,0,6,0,28,9,4,2,3,8,2,"draw",NA,NA,NA,NA
"37","2015/2016","premier league",4,"Saturday","29","August","2015","3:00pm","Stamford Bridge",NA,NA,NA,"Chelsea","Crystal Palace",1,2,"79","65 81",0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,63.7,36.3,1,1,"71","73",0,0,NA,NA,9,15,"15","9",26,13,9,5,9,6,8,2,7,7,0,2,0,NA,0,NA,3,0,0,0,0,2,0,24,39,14,15,10,14,2,"victory","Crystal Palace","Chelsea",0,1
"38","2015/2016","premier league",4,"Saturday","29","August","2015","3:00pm","Etihad Stadium",NA,NA,NA,"Manchester City","Watford",2,0,"47 56","NA",0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,58.7,41.3,1,2,"40","43 63",0,0,NA,NA,9,12,"12","9",18,7,5,0,8,2,5,5,9,3,1,1,0,NA,0,NA,2,0,0,0,0,3,0,21,25,5,10,10,12,2,"victory","Manchester City","Watford",1,0
"39","2015/2016","premier league",4,"Saturday","29","August","2015","5:30pm","White Hart Lane",NA,NA,NA,"Tottenham Hotspur","Everton",0,0,"NA","NA",0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,49.9,50.1,4,1,"61 59 90+1 56","38",0,0,NA,NA,20,9,"9","19",20,8,6,3,8,4,6,1,6,2,3,1,0,NA,0,NA,0,0,0,0,0,5,0,29,28,9,12,7,8,4,"draw",NA,NA,NA,NA
"40","2015/2016","premier league",4,"Sunday","30","August","2015","4:00pm","The Liberty Stadium",NA,NA,NA,"Swansea City","Manchester United",2,1,"61 66","48",0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,35.5,64.5,2,2,"80 43","38 41",0,0,NA,NA,6,15,"14","6",9,11,4,4,4,6,1,1,0,1,3,1,0,NA,0,NA,3,0,0,0,0,4,0,21,20,8,10,2,1,4,"victory","Swansea City","Manchester United",1,0
"41","2015/2016","premier league",5,"Saturday","12","September","2015","12:45pm","Goodison Park",NA,NA,NA,"Everton","Chelsea",3,1,"17 22 82","36",0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,38.8,61.2,2,2,"87 65","88 90+3",0,0,NA,NA,12,12,"12","12",14,15,9,2,5,6,0,7,7,14,0,2,0,NA,0,NA,4,0,0,0,0,4,0,24,29,11,11,7,21,2,"victory","Everton","Chelsea",1,0
"42","2015/2016","premier league",5,"Saturday","12","September","2015","3:00pm","Selhurst Park",NA,NA,NA,"Crystal Palace","Manchester City",0,1,"NA","90",0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,42.2,57.8,2,3,"18 71","81 26 69",0,0,NA,NA,13,13,"13","13",10,21,2,7,6,9,2,5,4,4,5,0,0,NA,0,NA,1,0,0,0,0,5,0,26,31,9,15,7,8,5,"victory","Manchester City","Crystal Palace",0,1
"43","2015/2016","premier league",5,"Saturday","12","September","2015","3:00pm","Vicarage Road",NA,NA,NA,"Watford","Swansea City",1,0,"59","NA",0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,39.2,60.8,1,1,"90+2","67",1,0,NA,NA,11,14,"13","11",17,8,6,3,7,4,4,1,1,3,0,6,0,NA,0,NA,1,0,0,0,0,2,1,25,25,9,11,5,4,6,"victory","Watford","Swansea City",1,0
"44","2015/2016","premier league",5,"Saturday","12","September","2015","5:30pm","Old Trafford",NA,NA,NA,"Manchester United","Liverpool",3,1,"49 70 86","84",1,0,"70",NA,1,0,"70",NA,0,0,NA,NA,NA,NA,NA,NA,55.7,44.3,1,2,"73","48 75",0,0,NA,NA,6,11,"11","6",9,9,3,4,3,4,3,1,4,4,2,2,0,NA,0,NA,4,1,1,0,0,3,0,17,18,7,7,4,8,4,"victory","Manchester United","Liverpool",1,0
"45","2015/2016","premier league",5,"Sunday","13","September","2015","4:00pm","The King Power Stadium",NA,NA,NA,"Leicester City","Aston Villa",3,2,"72 82 89","39 63",0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,48.7,51.3,2,1,"45+1 77","81",0,0,NA,NA,8,13,"13","8",21,11,6,4,9,3,6,4,4,5,1,1,0,NA,0,NA,5,0,0,0,0,3,0,21,32,10,12,10,9,2,"victory","Leicester City","Aston Villa",1,0
"46","2015/2016","premier league",5,"Saturday","12","September","2015","3:00pm","Emirates Stadium",NA,NA,NA,"Arsenal","Stoke City",2,0,"31 85","NA",0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,67.6,32.4,1,1,"38","81",0,0,NA,NA,6,13,"13","6",29,8,12,3,9,2,8,3,13,1,3,3,0,NA,0,NA,2,0,0,0,0,2,0,19,37,15,11,11,14,6,"victory","Arsenal","Stoke City",1,0
"47","2015/2016","premier league",5,"Saturday","12","September","2015","3:00pm","Carrow Road",NA,NA,NA,"Norwich City","Bournemouth",3,1,"35 52 67","81",0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,47.7,52.3,2,3,"20 30","23 25 60",0,0,NA,NA,10,11,"11","9",12,7,4,2,8,3,0,2,4,4,0,2,0,NA,0,NA,4,0,0,0,0,5,0,21,19,6,11,2,8,2,"victory","Norwich City","Bournemouth",1,0
"48","2015/2016","premier league",5,"Saturday","12","September","2015","3:00pm","The Hawthorns",NA,NA,NA,"West Bromwich Albion","Southampton",0,0,"NA","NA",0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,35.1,64.9,1,0,"79",NA,0,0,NA,NA,5,5,"5","5",8,15,1,4,4,6,3,5,4,5,1,2,0,NA,0,NA,0,0,0,0,0,1,0,10,23,5,10,8,9,3,"draw",NA,NA,NA,NA
"49","2015/2016","premier league",5,"Sunday","13","September","2015","1:30pm","Stadium of Light",NA,NA,NA,"Sunderland","Tottenham Hotspur",0,1,"NA","82",0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,43.9,56.1,2,1,"42 21","16",0,0,NA,NA,11,12,"12","11",12,15,2,4,5,6,5,5,6,8,2,0,0,NA,0,NA,1,0,0,0,0,3,0,23,27,6,11,10,14,2,"victory","Tottenham Hotspur","Sunderland",0,1
"50","2015/2016","premier league",5,"Monday","14","September","2015","8:00pm","Upton Park",NA,NA,NA,"West Ham United","Newcastle United",2,0,"9 48","NA",0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,39.1,60.9,0,2,NA,"57 30",0,0,NA,NA,8,11,"11","6",17,14,3,4,8,5,6,5,6,7,0,2,0,NA,0,NA,2,0,0,0,0,2,0,19,31,7,13,11,13,2,"victory","West Ham United","Newcastle United",1,0
"51","2015/2016","premier league",6,"Saturday","19","September","2015","12:45pm","Stamford Bridge",NA,NA,NA,"Chelsea","Arsenal",2,0,"53 90+1","NA",0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,62.9,37.1,3,3,"49 64 45","45 31 72",0,2,"45+1 79",NA,12,11,"10","11",22,9,6,2,6,4,10,3,5,5,0,3,0,NA,1,"90+1",2,0,0,0,1,6,2,23,31,8,10,13,10,3,"victory","Chelsea","Arsenal",1,0
"52","2015/2016","premier league",6,"Saturday","19","September","2015","3:00pm","Villa Park",NA,NA,NA,"Aston Villa","West Bromwich Albion",0,1,"NA","39",0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,59.8,40.2,2,3,"82 62","21 78 34",0,0,NA,NA,10,11,"10","10",13,10,3,6,5,1,5,3,2,7,2,1,0,NA,0,NA,1,0,0,0,0,5,0,21,23,9,6,8,9,3,"victory","West Bromwich Albion","Aston Villa",0,1
