"","season","league","matchweek","weekday","day","month","year","hour","stadium","attendance","referee","referee_var","home_team","away_team","home_team_score","away_team_score","home_team_score_time","away_team_score_time","home_team_penalty","away_team_penalty","home_team_penalty_time","away_team_penalty_time","home_team_penalty_scored","away_team_penalty_scored","home_team_penalty_scored_time","away_team_penalty_scored_time","home_team_penalty_missed","away_team_penalty_missed","home_team_penalty_missed_time","away_team_penalty_missed_time","home_team_own_goals","away_team_own_goals","home_team_own_goals_time","away_team_own_goals_time","home_team_possession","away_team_possession","home_team_yellow_card","away_team_yellow_card","home_team_yellow_card_time","away_team_yellow_card_time","home_team_red_card","away_team_red_card","home_team_red_card_time","away_team_red_card_time","home_team_fouls_committed","away_team_fouls_committed","home_team_fouls_won","away_team_fouls_won","home_team_shots","away_team_shots","home_team_shots_onTarget","away_team_shots_onTarget","home_team_shots_offTarget","away_team_shots_offTarget","home_team_shots_blocked","away_team_shots_blocked","home_team_corners","away_team_corners","home_team_offsides","away_team_offsides","home_team_ownGoals","home_team_ownGoals_time","away_team_ownGoals","away_team_ownGoals_time","total_score","total_penalty","total_penalty_scored","total_penalty_missed","total_ownGoals","total_yellow_card","total_red_card","total_fouls_committed","total_shots","total_shots_onTarget","total_shots_offTarget","total_shots_blocked","total_corner","total_offsides","match_final","team_won","team_lost","team_win_home","team_win_away"
"12","2018/2019","premier league",2,"Saturday","18","August","2018","3:00pm","The King Power Stadium",NA,NA,NA,"Leicester City","Wolverhampton Wanderers",2,0,"29 45","NA",0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,42.8,57.2,2,1,"78 90+6","74",1,0,NA,NA,10,8,"8","10",6,11,2,3,2,7,2,1,1,9,0,1,0,NA,1,"29",2,0,0,0,1,3,1,18,17,5,9,3,10,1,"victory","Leicester City","Wolverhampton Wanderers",1,0
"13","2018/2019","premier league",2,"Saturday","18","August","2018","3:00pm","London Stadium",NA,NA,NA,"West Ham United","Bournemouth",1,2,"33","60 66",1,0,"33",NA,1,0,"33",NA,0,0,NA,NA,NA,NA,NA,NA,61,39,6,2,"90+1 65 40 77 89 90+3","18 59",0,0,NA,NA,14,10,"10","14",11,12,5,5,3,3,3,4,6,4,1,0,0,NA,0,NA,3,1,1,0,0,8,0,24,23,10,6,7,10,1,"victory","Bournemouth","West Ham United",0,1
"14","2018/2019","premier league",2,"Sunday","19","August","2018","1:30pm","Turf Moor",NA,NA,NA,"Burnley","Watford",1,3,"6","3 48 51",0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,58.4,41.6,1,2,"53","90+3 41",0,0,NA,NA,8,19,"19","8",8,9,3,6,3,0,2,3,5,2,2,4,0,NA,0,NA,4,0,0,0,0,3,0,27,17,9,3,5,7,6,"victory","Watford","Burnley",0,1
"15","2018/2019","premier league",2,"Sunday","19","August","2018","4:00pm","Amex Stadium",NA,NA,NA,"Brighton and Hove Albion","Manchester United",3,2,"25 27 44","34 90+5",1,1,"44","90+5",1,1,"44","90+5",0,0,NA,NA,NA,NA,NA,NA,33.4,66.6,1,1,"67","45+2",0,0,NA,NA,16,13,"13","16",6,9,3,3,3,4,0,2,3,5,2,2,0,NA,0,NA,5,2,2,0,0,2,0,29,15,6,7,2,8,4,"victory","Brighton and Hove Albion","Manchester United",1,0
"16","2018/2019","premier league",2,"Saturday","18","August","2018","3:00pm","Goodison Park",NA,NA,NA,"Everton","Southampton",2,1,"15 31","54",0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,58,42,0,5,NA,"44 59 17 36 19",0,0,NA,NA,8,20,"20","8",13,15,7,4,3,6,3,5,2,6,2,3,0,NA,0,NA,3,0,0,0,0,5,0,28,28,11,9,8,8,5,"victory","Everton","Southampton",1,0
"17","2018/2019","premier league",2,"Saturday","18","August","2018","3:00pm","Wembley Stadium",NA,NA,NA,"Tottenham Hotspur","Fulham",3,1,"43 74 77","52",0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,59.6,40.4,0,0,NA,NA,0,0,NA,NA,9,5,"5","9",25,10,11,3,10,5,4,2,6,3,1,3,0,NA,0,NA,4,0,0,0,0,0,0,14,35,14,15,6,9,4,"victory","Tottenham Hotspur","Fulham",1,0
"18","2018/2019","premier league",2,"Saturday","18","August","2018","5:30pm","Stamford Bridge",NA,NA,NA,"Chelsea","Arsenal",3,2,"9 20 81","37 41",0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,62.3,37.7,0,2,NA,"77 27",0,0,NA,NA,12,9,"9","12",24,15,11,6,7,6,6,3,5,1,3,3,0,NA,0,NA,5,0,0,0,0,2,0,21,39,17,13,9,6,6,"victory","Chelsea","Arsenal",1,0
"19","2018/2019","premier league",2,"Sunday","19","August","2018","1:30pm","Etihad Stadium",NA,NA,NA,"Manchester City","Huddersfield Town",6,1,"25 35 75 31 48 84","43",0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,76.9,23.1,0,2,NA,"69 51",0,0,NA,NA,9,4,"4","8",32,5,14,1,9,2,9,2,10,3,1,1,0,NA,1,"84",7,0,0,0,1,2,0,13,37,15,11,11,13,2,"victory","Manchester City","Huddersfield Town",1,0
"20","2018/2019","premier league",2,"Monday","20","August","2018","8:00pm","Selhurst Park",NA,NA,NA,"Crystal Palace","Liverpool",0,2,"NA","45 90+3",0,1,NA,"45",0,1,NA,"45",0,0,NA,NA,NA,NA,NA,NA,36.8,63.2,1,1,"42","52",1,0,NA,NA,6,13,"13","5",8,16,2,6,5,4,1,6,6,7,2,2,0,NA,0,NA,2,1,1,0,0,2,1,19,24,8,9,7,13,4,"victory","Liverpool","Crystal Palace",0,1
"21","2018/2019","premier league",3,"Saturday","25","August","2018","12:30pm","Molineux",NA,NA,NA,"Wolverhampton Wanderers","Manchester City",1,1,"57","69",0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,28.9,71.1,1,2,"41","12 60",0,0,NA,NA,13,8,"8","13",11,18,2,6,6,6,3,6,5,9,4,3,0,NA,0,NA,2,0,0,0,0,3,0,21,29,8,12,9,14,7,"draw",NA,NA,NA,NA
"22","2018/2019","premier league",3,"Saturday","25","August","2018","3:00pm","Vitality Stadium",NA,NA,NA,"Bournemouth","Everton",2,2,"75 79","56 66",1,0,"75",NA,1,0,"75",NA,0,0,NA,NA,NA,NA,NA,NA,49.9,50.1,0,3,NA,"81 55 70",1,1,"41",NA,12,10,"10","12",17,11,5,3,10,5,2,3,6,2,5,0,0,NA,0,NA,4,1,1,0,0,3,2,22,28,8,15,5,8,5,"draw",NA,NA,NA,NA
"23","2018/2019","premier league",3,"Saturday","25","August","2018","3:00pm","St. Mary's Stadium",NA,NA,NA,"Southampton","Leicester City",1,2,"52","56 90+2",0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,51.7,48.3,2,1,"64 26","90+3",1,0,NA,NA,13,11,"11","11",11,8,5,5,4,3,2,0,11,3,1,0,0,NA,0,NA,3,0,0,0,0,3,1,24,19,10,7,2,14,1,"victory","Leicester City","Southampton",0,1
"24","2018/2019","premier league",3,"Sunday","26","August","2018","1:30pm","Vicarage Road",NA,NA,NA,"Watford","Crystal Palace",2,1,"53 71","78",0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,43.7,56.3,4,2,"37 84 4 86","7 80",0,0,NA,NA,14,11,"11","12",13,9,5,3,4,5,4,1,6,3,1,3,0,NA,0,NA,3,0,0,0,0,6,0,25,22,8,9,5,9,4,"victory","Watford","Crystal Palace",1,0
"25","2018/2019","premier league",3,"Sunday","26","August","2018","4:00pm","St James' Park, Newcastle",NA,NA,NA,"Newcastle United","Chelsea",1,2,"83","76 87",0,1,NA,"76",0,1,NA,"76",0,0,NA,NA,NA,NA,NA,NA,18.9,81.1,3,1,"65 68 70","40",0,0,NA,NA,16,8,"8","16",6,15,2,3,2,7,2,5,4,5,2,2,1,"87",0,NA,3,1,1,0,1,4,0,24,21,5,9,7,9,4,"victory","Chelsea","Newcastle United",0,1
"26","2018/2019","premier league",3,"Saturday","25","August","2018","3:00pm","Emirates Stadium",NA,NA,NA,"Arsenal","West Ham United",3,1,"30 70 90+2","25",0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,61.5,38.5,1,3,"90","80 41 88",0,0,NA,NA,16,13,"13","16",17,13,10,5,2,5,5,3,7,2,3,3,0,NA,1,"70",4,0,0,0,1,4,0,29,30,15,7,8,9,6,"victory","Arsenal","West Ham United",1,0
"27","2018/2019","premier league",3,"Saturday","25","August","2018","3:00pm","The John Smith's Stadium",NA,NA,NA,"Huddersfield Town","Cardiff City",0,0,"NA","NA",0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,58,42,0,1,NA,"63",1,0,NA,NA,8,10,"9","8",5,14,1,4,2,6,2,4,7,7,1,1,0,NA,0,NA,0,0,0,0,0,1,1,18,19,5,8,6,14,2,"draw",NA,NA,NA,NA
"28","2018/2019","premier league",3,"Saturday","25","August","2018","5:30pm","Anfield",NA,NA,NA,"Liverpool","Brighton and Hove Albion",1,0,"23","NA",0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,70,30,1,1,"77","60",0,0,NA,NA,8,14,"12","7",22,6,8,2,7,2,7,2,8,5,1,3,0,NA,0,NA,1,0,0,0,0,2,0,22,28,10,9,9,13,4,"victory","Liverpool","Brighton and Hove Albion",1,0
"29","2018/2019","premier league",3,"Sunday","26","August","2018","4:00pm","Craven Cottage",NA,NA,NA,"Fulham","Burnley",4,2,"4 36 38 83","10 41",0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,63.8,36.2,2,1,"90+1 59","54",0,0,NA,NA,11,8,"8","10",25,12,12,2,10,5,3,5,6,4,1,5,0,NA,0,NA,6,0,0,0,0,3,0,19,37,14,15,8,10,6,"victory","Fulham","Burnley",1,0
"30","2018/2019","premier league",3,"Monday","27","August","2018","8:00pm","Old Trafford",NA,NA,NA,"Manchester United","Tottenham Hotspur",0,3,"NA","50 52 84",0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,57,43,2,3,"19 58","77 10 24",0,0,NA,NA,11,16,"16","10",23,9,5,5,12,2,6,2,5,2,2,1,0,NA,0,NA,3,0,0,0,0,5,0,27,32,10,14,8,7,3,"victory","Tottenham Hotspur","Manchester United",0,1
"31","2018/2019","premier league",4,"Saturday","1","September","2018","12:30pm","The King Power Stadium",NA,NA,NA,"Leicester City","Liverpool",1,2,"63","10 45",0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,51.2,48.8,3,2,"88 90+5 61","55 90+3",0,0,NA,NA,9,12,"11","9",12,10,5,4,3,4,4,2,4,4,3,2,0,NA,0,NA,3,0,0,0,0,5,0,21,22,9,7,6,8,5,"victory","Liverpool","Leicester City",0,1
"32","2018/2019","premier league",4,"Saturday","1","September","2018","3:00pm","Stamford Bridge",NA,NA,NA,"Chelsea","Bournemouth",2,0,"72 85","NA",0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,72.6,27.4,2,2,"33 55","70 20",0,0,NA,NA,10,7,"7","10",24,8,6,1,6,6,12,1,7,6,2,1,0,NA,0,NA,2,0,0,0,0,4,0,17,32,7,12,13,13,3,"victory","Chelsea","Bournemouth",1,0
"33","2018/2019","premier league",4,"Saturday","1","September","2018","3:00pm","Goodison Park",NA,NA,NA,"Everton","Huddersfield Town",1,1,"36","34",0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,57.6,42.4,3,3,"55 63 86","73 89 4",0,0,NA,NA,13,14,"13","13",11,9,1,6,8,1,2,2,4,3,1,0,0,NA,0,NA,2,0,0,0,0,6,0,27,20,7,9,4,7,1,"draw",NA,NA,NA,NA
"34","2018/2019","premier league",4,"Saturday","1","September","2018","5:30pm","Etihad Stadium",NA,NA,NA,"Manchester City","Newcastle United",2,1,"8 52","30",0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,78.1,21.9,0,0,NA,NA,0,0,NA,NA,5,13,"13","5",24,3,8,2,9,1,7,0,4,0,2,1,0,NA,0,NA,3,0,0,0,0,0,0,18,27,10,10,7,4,3,"victory","Manchester City","Newcastle United",1,0
"35","2018/2019","premier league",4,"Sunday","2","September","2018","4:00pm","Turf Moor",NA,NA,NA,"Burnley","Manchester United",0,2,"NA","27 44",0,1,NA,"69",0,0,NA,NA,0,1,NA,"69",NA,NA,NA,NA,46.6,53.4,2,3,"71 52","74 74 18",0,1,"71",NA,7,13,"12","7",9,21,2,9,6,6,1,6,2,5,1,1,0,NA,0,NA,2,1,0,1,0,5,1,20,30,11,12,7,7,2,"victory","Manchester United","Burnley",0,1
"36","2018/2019","premier league",4,"Saturday","1","September","2018","3:00pm","Amex Stadium",NA,NA,NA,"Brighton and Hove Albion","Fulham",2,2,"67 84","43 62",2,0,"84 25",NA,1,0,"84",NA,1,0,"25",NA,NA,NA,NA,NA,41.5,58.5,3,3,"45 52 59","90+4 84 82",0,0,NA,NA,12,14,"11","12",15,10,5,5,7,3,3,2,7,1,2,4,0,NA,0,NA,4,2,1,1,0,6,0,26,25,10,10,5,8,6,"draw",NA,NA,NA,NA
"37","2018/2019","premier league",4,"Saturday","1","September","2018","3:00pm","Selhurst Park",NA,NA,NA,"Crystal Palace","Southampton",0,2,"NA","47 90+2",0,1,NA,"65",0,0,NA,NA,0,1,NA,"65",NA,NA,NA,NA,50.7,49.3,1,1,"64","77",0,0,NA,NA,11,12,"12","10",20,19,6,6,7,6,7,7,7,4,0,1,0,NA,0,NA,2,1,0,1,0,2,0,23,39,12,13,14,11,1,"victory","Southampton","Crystal Palace",0,1
"38","2018/2019","premier league",4,"Saturday","1","September","2018","3:00pm","London Stadium",NA,NA,NA,"West Ham United","Wolverhampton Wanderers",0,1,"NA","90+3",0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,47.7,52.3,2,1,"24 60","79",0,0,NA,NA,10,11,"11","10",13,15,3,6,5,7,5,2,4,4,1,0,0,NA,0,NA,1,0,0,0,0,3,0,21,28,9,12,7,8,1,"victory","Wolverhampton Wanderers","West Ham United",0,1
"39","2018/2019","premier league",4,"Sunday","2","September","2018","1:30pm","Cardiff City Stadium",NA,NA,NA,"Cardiff City","Arsenal",2,3,"45+2 70","11 62 81",0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,27.7,72.3,3,4,"77 90+3 71","51 25 58 66",0,0,NA,NA,12,14,"12","12",14,17,3,11,10,4,1,2,3,9,3,1,0,NA,0,NA,5,0,0,0,0,7,0,26,31,14,14,3,12,4,"victory","Arsenal","Cardiff City",0,1
"40","2018/2019","premier league",4,"Sunday","2","September","2018","4:00pm","Vicarage Road",NA,NA,NA,"Watford","Tottenham Hotspur",2,1,"69 76","53",0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,34.4,65.6,2,1,"52 90+3","68",0,0,NA,NA,9,8,"8","9",7,11,3,2,3,7,1,2,3,10,2,2,1,"53",0,NA,3,0,0,0,1,3,0,17,18,5,10,3,13,4,"victory","Watford","Tottenham Hotspur",1,0
"41","2018/2019","premier league",5,"Saturday","15","September","2018","12:30pm","Wembley Stadium",NA,NA,NA,"Tottenham Hotspur","Liverpool",1,2,"90+3","39 54",0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,60.4,39.6,0,0,NA,NA,0,0,NA,NA,17,16,"12","16",11,17,3,10,5,5,3,2,5,4,3,2,0,NA,0,NA,3,0,0,0,0,0,0,33,28,13,10,5,9,5,"victory","Liverpool","Tottenham Hotspur",0,1
"42","2018/2019","premier league",5,"Saturday","15","September","2018","3:00pm","Stamford Bridge",NA,NA,NA,"Chelsea","Cardiff City",4,1,"37 44 80 83","16",1,0,"80",NA,1,0,"80",NA,0,0,NA,NA,NA,NA,NA,NA,76.8,23.2,0,0,NA,NA,0,0,NA,NA,8,10,"10","8",18,6,7,2,8,4,3,0,5,4,0,0,0,NA,0,NA,5,1,1,0,0,0,0,18,24,9,12,3,9,0,"victory","Chelsea","Cardiff City",1,0
"43","2018/2019","premier league",5,"Saturday","15","September","2018","3:00pm","Etihad Stadium",NA,NA,NA,"Manchester City","Fulham",3,0,"2 21 47","NA",0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,64.7,35.3,0,0,NA,NA,0,0,NA,NA,7,7,"7","6",28,9,9,3,8,5,11,1,10,4,5,2,0,NA,0,NA,3,0,0,0,0,0,0,14,37,12,13,12,14,7,"victory","Manchester City","Fulham",1,0
"44","2018/2019","premier league",5,"Saturday","15","September","2018","5:30pm","Vicarage Road",NA,NA,NA,"Watford","Manchester United",1,2,"65","35 38",0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,42.9,57.1,2,2,"36 34","81 70",0,1,"90+3",NA,9,11,"10","8",14,9,5,6,3,1,6,2,6,8,2,4,0,NA,0,NA,3,0,0,0,0,4,1,20,23,11,4,8,14,6,"victory","Manchester United","Watford",0,1
"45","2018/2019","premier league",5,"Sunday","16","September","2018","4:00pm","Goodison Park",NA,NA,NA,"Everton","West Ham United",1,3,"45+2","11 31 61",0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,55.9,44.1,2,5,"18 90+4","53 40 75 51 90+1",0,0,NA,NA,15,12,"11","15",16,9,4,4,6,2,6,3,4,2,3,0,0,NA,0,NA,4,0,0,0,0,7,0,27,25,8,8,9,6,3,"victory","West Ham United","Everton",0,1
"46","2018/2019","premier league",5,"Saturday","15","September","2018","3:00pm","Vitality Stadium",NA,NA,NA,"Bournemouth","Leicester City",4,2,"19 37 41 81","88 89",1,1,"41","88",1,1,"41","88",0,0,NA,NA,NA,NA,NA,NA,46.7,53.3,3,3,"29 79 71","70 45+2 12",0,1,"69",NA,13,15,"14","12",10,14,5,8,2,4,3,2,4,6,1,3,0,NA,0,NA,6,2,2,0,0,6,1,28,24,13,6,5,10,4,"victory","Bournemouth","Leicester City",1,0
"47","2018/2019","premier league",5,"Saturday","15","September","2018","3:00pm","The John Smith's Stadium",NA,NA,NA,"Huddersfield Town","Crystal Palace",0,1,"NA","38",0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,58.4,41.6,1,2,"27","11 29",0,0,NA,NA,11,17,"17","11",15,7,2,2,9,2,4,3,5,3,5,2,0,NA,0,NA,1,0,0,0,0,3,0,28,22,4,11,7,8,7,"victory","Crystal Palace","Huddersfield Town",0,1
"48","2018/2019","premier league",5,"Saturday","15","September","2018","3:00pm","St James' Park, Newcastle",NA,NA,NA,"Newcastle United","Arsenal",1,2,"90+1","49 58",0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,36.3,63.7,0,0,NA,NA,0,0,NA,NA,13,11,"10","13",4,12,2,2,0,5,2,5,10,4,3,1,0,NA,0,NA,3,0,0,0,0,0,0,24,16,4,5,7,14,4,"victory","Arsenal","Newcastle United",0,1
"49","2018/2019","premier league",5,"Sunday","16","September","2018","1:30pm","Molineux",NA,NA,NA,"Wolverhampton Wanderers","Burnley",1,0,"61","NA",0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,58.9,41.1,2,4,"86 72","28 82 37 68",0,0,NA,NA,10,9,"9","10",30,7,7,2,13,5,10,0,8,2,1,1,0,NA,0,NA,1,0,0,0,0,6,0,19,37,9,18,10,10,2,"victory","Wolverhampton Wanderers","Burnley",1,0
"50","2018/2019","premier league",5,"Monday","17","September","2018","8:00pm","St. Mary's Stadium",NA,NA,NA,"Southampton","Brighton and Hove Albion",2,2,"35 65","67 90+1",1,1,"65","90+1",1,1,"65","90+1",0,0,NA,NA,NA,NA,NA,NA,51.2,48.8,2,3,"86 56","77 90+1 90+2",0,0,NA,NA,10,13,"13","9",14,12,5,4,6,5,3,3,1,4,2,2,0,NA,0,NA,4,2,2,0,0,5,0,23,26,9,11,6,5,4,"draw",NA,NA,NA,NA
"51","2018/2019","premier league",6,"Saturday","22","September","2018","12:30pm","Craven Cottage",NA,NA,NA,"Fulham","Watford",1,1,"78","2",0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,60.7,39.3,2,1,"32 30","58",0,0,NA,NA,11,9,"9","11",15,11,3,6,6,4,6,1,8,8,5,6,0,NA,0,NA,2,0,0,0,0,3,0,20,26,9,10,7,16,11,"draw",NA,NA,NA,NA
