"","season","league","matchweek","weekday","day","month","year","hour","stadium","attendance","referee","referee_var","home_team","away_team","home_team_score","away_team_score","home_team_score_time","away_team_score_time","home_team_penalty","away_team_penalty","home_team_penalty_time","away_team_penalty_time","home_team_penalty_scored","away_team_penalty_scored","home_team_penalty_scored_time","away_team_penalty_scored_time","home_team_penalty_missed","away_team_penalty_missed","home_team_penalty_missed_time","away_team_penalty_missed_time","home_team_own_goals","away_team_own_goals","home_team_own_goals_time","away_team_own_goals_time","home_team_possession","away_team_possession","home_team_yellow_card","away_team_yellow_card","home_team_yellow_card_time","away_team_yellow_card_time","home_team_red_card","away_team_red_card","home_team_red_card_time","away_team_red_card_time","home_team_fouls_committed","away_team_fouls_committed","home_team_fouls_won","away_team_fouls_won","home_team_shots","away_team_shots","home_team_shots_onTarget","away_team_shots_onTarget","home_team_shots_offTarget","away_team_shots_offTarget","home_team_shots_blocked","away_team_shots_blocked","home_team_corners","away_team_corners","home_team_offsides","away_team_offsides","home_team_ownGoals","home_team_ownGoals_time","away_team_ownGoals","away_team_ownGoals_time","total_score","total_penalty","total_penalty_scored","total_penalty_missed","total_ownGoals","total_yellow_card","total_red_card","total_fouls_committed","total_shots","total_shots_onTarget","total_shots_offTarget","total_shots_blocked","total_corner","total_offsides","match_final","team_won","team_lost","team_win_home","team_win_away"
"18","2012/2013","bundesliga",2,"Sunday","2","September","2012","2:30pm","Volkswagen Arena",NA,NA,NA,"Wolfsburg","Hannover 96",0,4,"NA","10 26 56 52",0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,52.1,47.9,3,1,"22 28 51","63",1,0,NA,NA,24,20,"19","24",5,14,1,7,4,7,0,0,1,3,4,3,0,NA,0,NA,4,0,0,0,0,4,1,44,19,8,11,0,4,7,"victory","Hannover 96","Wolfsburg",0,1
"19","2012/2013","bundesliga",3,"Friday","14","September","2012","7:30pm","Impuls Arena",NA,NA,NA,"FC Augsburg","Wolfsburg",0,0,"NA","NA",0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,39.5,60.5,1,2,"39","63 60",0,0,NA,NA,14,25,"24","13",3,9,2,4,1,5,0,0,5,3,4,1,0,NA,0,NA,0,0,0,0,0,3,0,39,12,6,6,0,8,5,"draw",NA,NA,NA,NA
"20","2012/2013","bundesliga",3,"Saturday","15","September","2012","2:30pm","Allianz Arena",NA,NA,NA,"Bayern Munich","Mainz",3,1,"2 13 90+2","59",0,1,NA,"59",0,1,NA,"59",0,0,NA,NA,NA,NA,NA,NA,67.8,32.2,1,2,"60","85 40",0,0,NA,NA,12,19,"19","12",16,2,9,1,7,1,0,0,10,2,4,2,0,NA,0,NA,4,1,1,0,0,3,0,31,18,10,8,0,12,6,"victory","Bayern Munich","Mainz",1,0
"21","2012/2013","bundesliga",3,"Saturday","15","September","2012","2:30pm","Mercedes-Benz Arena",NA,NA,NA,"Stuttgart","Fortuna Dusseldorf",0,0,"NA","NA",0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,1,0,"24",NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,0,0,0,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,"draw",NA,NA,NA,NA
"22","2012/2013","bundesliga",3,"Saturday","15","September","2012","5:30pm",NA,NA,NA,NA,"Greuther Furth","Schalke",0,2,"NA","48 88",0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,44.4,55.6,2,0,"73 76",NA,0,0,NA,NA,18,14,"13","17",4,7,0,4,4,3,0,0,5,4,2,2,0,NA,0,NA,2,0,0,0,0,2,0,32,11,4,7,0,9,4,"victory","Schalke","Greuther Furth",0,1
"23","2012/2013","bundesliga",3,"Sunday","16","September","2012","4:30pm","Commerzbank Arena",NA,NA,NA,"Eintracht Frankfurt","Hamburg",3,2,"13 18 52","45 63",0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,64.9,35.1,0,1,NA,"90+2",0,1,"45+2",NA,15,19,"18","15",12,11,6,7,6,4,0,0,7,6,2,2,0,NA,0,NA,5,0,0,0,0,1,1,34,23,13,10,0,13,4,"victory","Eintracht Frankfurt","Hamburg",1,0
"24","2012/2013","bundesliga",3,"Saturday","15","September","2012","2:30pm","Signal Iduna Park",NA,NA,NA,"Borussia Dortmund","Bayer Leverkusen",3,0,"29 39 78","NA",0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,57.8,42.2,1,2,"71","72 77",0,0,NA,NA,10,14,"14","10",14,5,7,2,7,3,0,0,9,2,5,3,0,NA,0,NA,3,0,0,0,0,3,0,24,19,9,10,0,11,8,"victory","Borussia Dortmund","Bayer Leverkusen",1,0
"25","2012/2013","bundesliga",3,"Saturday","15","September","2012","2:30pm","Borussia-Park",NA,NA,NA,"M'gladbach","FC Nurnberg",2,3,"45 53","17 25 55",0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,66.3,33.7,3,2,"28 89 75","65 28",0,0,NA,NA,12,17,"16","12",13,7,6,3,7,4,0,0,5,6,3,3,0,NA,0,NA,5,0,0,0,0,5,0,29,20,9,11,0,11,6,"victory","FC Nurnberg","M'gladbach",0,1
"26","2012/2013","bundesliga",3,"Saturday","15","September","2012","2:30pm","AWD-Arena",NA,NA,NA,"Hannover 96","Werder Bremen",3,2,"6 90+3 90+3 10","26 74",0,1,NA,"26",0,1,NA,"26",0,0,NA,NA,NA,NA,NA,NA,38.9,61.1,3,3,"2 90+3 31","55 30 75",1,0,NA,NA,19,19,"18","17",9,10,5,4,4,6,0,0,7,4,1,4,0,NA,0,NA,5,1,1,0,0,6,1,38,19,9,10,0,11,5,"victory","Hannover 96","Werder Bremen",1,0
"27","2012/2013","bundesliga",3,"Sunday","16","September","2012","2:30pm","Dreisamstadion.",NA,NA,NA,"SC Freiburg","Hoffenheim",5,3,"17 27 68 83 87","2 57 76",0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,59.1,40.9,2,5,"63 45","51 29 30 82 45",0,0,NA,NA,11,18,"17","11",19,7,9,5,10,2,0,0,11,2,3,3,0,NA,0,NA,8,0,0,0,0,7,0,29,26,14,12,0,13,6,"victory","SC Freiburg","Hoffenheim",1,0
"28","2012/2013","bundesliga",4,"Friday","21","September","2012","7:30pm","easyCredit Stadion",NA,NA,NA,"FC Nurnberg","Eintracht Frankfurt",1,2,"76","25 60",0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,55.5,44.5,1,3,"85","89 10 75",0,0,NA,NA,9,17,"14","9",12,10,5,5,7,5,0,0,8,5,5,3,0,NA,0,NA,3,0,0,0,0,4,0,26,22,10,12,0,13,8,"victory","Eintracht Frankfurt","FC Nurnberg",0,1
"29","2012/2013","bundesliga",4,"Saturday","22","September","2012","2:30pm","Volkswagen Arena",NA,NA,NA,"Wolfsburg","Greuther Furth",1,1,"42","27",0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,59.6,40.4,0,2,NA,"65 73",0,0,NA,NA,20,22,"21","18",8,10,5,4,3,6,0,0,7,2,6,4,1,"27",0,NA,2,0,0,0,1,2,0,42,18,9,9,0,9,10,"draw",NA,NA,NA,NA
"30","2012/2013","bundesliga",4,"Saturday","22","September","2012","2:30pm","AOL-Arena",NA,NA,NA,"Hamburg","Borussia Dortmund",3,2,"2 59 55","46 60",0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,41.8,58.2,3,1,"90 37 23","90+3",0,0,NA,NA,22,11,"10","22",5,19,3,12,2,7,0,0,2,10,3,0,0,NA,0,NA,5,0,0,0,0,4,0,33,24,15,9,0,12,3,"victory","Hamburg","Borussia Dortmund",1,0
"31","2012/2013","bundesliga",4,"Sunday","23","September","2012","2:30pm","BayArena Staduim",NA,NA,NA,"Bayer Leverkusen","M'gladbach",1,1,"12","3",1,0,"70",NA,0,0,NA,NA,1,0,"70",NA,NA,NA,NA,NA,52,48,0,4,NA,"69 54 57 62",0,0,NA,NA,14,12,"10","14",22,4,11,1,11,3,0,0,10,3,4,1,0,NA,0,NA,2,1,0,1,0,4,0,26,26,12,14,0,13,5,"draw",NA,NA,NA,NA
"32","2012/2013","bundesliga",4,"Sunday","23","September","2012","4:30pm","Rhein-Neckar Arena",NA,NA,NA,"Hoffenheim","Hannover 96",3,1,"27 82 90+2","26",0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,50.8,49.2,3,2,"64 35 84","56 90",0,0,NA,NA,13,18,"18","13",13,4,6,2,7,2,0,0,8,2,4,2,1,"26",0,NA,4,0,0,0,1,5,0,31,17,8,9,0,10,6,"victory","Hoffenheim","Hannover 96",1,0
"33","2012/2013","bundesliga",4,"Saturday","22","September","2012","2:30pm","Veltins Arena",NA,NA,NA,"Schalke","Bayern Munich",0,2,"NA","55 58",0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,41.6,58.4,2,0,"79 76",NA,0,0,NA,NA,14,18,"18","13",11,11,5,5,6,6,0,0,2,3,1,4,0,NA,0,NA,2,0,0,0,0,2,0,32,22,10,12,0,5,5,"victory","Bayern Munich","Schalke",0,1
"34","2012/2013","bundesliga",4,"Saturday","22","September","2012","2:30pm","Bruchwegstadion",NA,NA,NA,"Mainz","FC Augsburg",2,0,"10 25","NA",0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,42.8,57.2,0,2,NA,"44 19",0,0,NA,NA,23,17,"17","22",11,9,5,3,6,6,0,0,4,6,4,6,0,NA,0,NA,2,0,0,0,0,2,0,40,20,8,12,0,10,10,"victory","Mainz","FC Augsburg",1,0
"35","2012/2013","bundesliga",4,"Saturday","22","September","2012","2:30pm",NA,NA,NA,NA,"Fortuna Dusseldorf","SC Freiburg",0,0,"NA","NA",0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,2,2,"49 90","90+1 90+1",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,0,0,0,0,0,4,0,NA,NA,NA,NA,NA,NA,NA,"draw",NA,NA,NA,NA
"36","2012/2013","bundesliga",4,"Sunday","23","September","2012","4:30pm","Weserstadion",NA,NA,NA,"Werder Bremen","Stuttgart",2,2,"23 34","50 81",0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,38.1,61.9,4,1,"86 40 31 84","24",1,1,"88",NA,19,14,"14","18",11,7,6,2,5,5,0,0,6,7,2,8,0,NA,0,NA,4,0,0,0,0,5,2,33,18,8,10,0,13,10,"draw",NA,NA,NA,NA
"37","2012/2013","bundesliga",5,"Tuesday","25","September","2012","7:00pm","Allianz Arena",NA,NA,NA,"Bayern Munich","Wolfsburg",3,0,"24 57 65","NA",0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,63.3,36.7,1,1,"82","35",0,0,NA,NA,15,18,"17","15",22,4,13,1,9,3,0,0,10,2,6,3,0,NA,0,NA,3,0,0,0,0,2,0,33,26,14,12,0,12,9,"victory","Bayern Munich","Wolfsburg",1,0
"38","2012/2013","bundesliga",5,"Tuesday","25","September","2012","7:00pm",NA,NA,NA,NA,"Greuther Furth","Fortuna Dusseldorf",0,2,"NA","26 34",0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,2,2,"84 70","37 4",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,2,0,0,0,0,4,0,NA,NA,NA,NA,NA,NA,NA,"victory","Fortuna Dusseldorf","Greuther Furth",0,1
"39","2012/2013","bundesliga",5,"Wednesday","26","September","2012","7:00pm","Borussia-Park",NA,NA,NA,"M'gladbach","Hamburg",2,2,"39 90+1","23 45",0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,42.2,57.8,2,1,"90+2 63","35",1,0,NA,NA,12,19,"17","12",8,11,4,4,4,7,0,0,4,5,2,5,0,NA,0,NA,4,0,0,0,0,3,1,31,19,8,11,0,9,7,"draw",NA,NA,NA,NA
"40","2012/2013","bundesliga",5,"Wednesday","26","September","2012","7:00pm","AWD-Arena",NA,NA,NA,"Hannover 96","FC Nurnberg",4,1,"21 29 52 63","73",0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,47.5,52.5,3,3,"40 43 41","90 53 81",0,0,NA,NA,15,19,"19","13",7,5,4,2,3,3,0,0,5,6,6,4,0,NA,0,NA,5,0,0,0,0,6,0,34,12,6,6,0,11,10,"victory","Hannover 96","FC Nurnberg",1,0
"41","2012/2013","bundesliga",5,"Wednesday","26","September","2012","7:00pm","Impuls Arena",NA,NA,NA,"FC Augsburg","Bayer Leverkusen",1,3,"51","7 39 44",0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,58.3,41.7,1,4,"53","59 76 34 73",0,0,NA,NA,8,18,"18","8",10,11,6,6,4,5,0,0,3,2,2,0,0,NA,0,NA,4,0,0,0,0,5,0,26,21,12,9,0,5,2,"victory","Bayer Leverkusen","FC Augsburg",0,1
"42","2012/2013","bundesliga",5,"Tuesday","25","September","2012","7:00pm","Veltins Arena",NA,NA,NA,"Schalke","Mainz",3,0,"21 61 89","NA",1,0,"21",NA,1,0,"21",NA,0,0,NA,NA,NA,NA,NA,NA,42.7,57.3,2,2,"51 76","64 61",0,0,NA,NA,10,11,"11","10",14,7,9,3,5,4,0,0,7,3,5,0,0,NA,0,NA,3,1,1,0,0,4,0,21,21,12,9,0,10,5,"victory","Schalke","Mainz",1,0
"43","2012/2013","bundesliga",5,"Tuesday","25","September","2012","7:00pm","Commerzbank Arena",NA,NA,NA,"Eintracht Frankfurt","Borussia Dortmund",3,3,"49 51 73","24 28 54",0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,48.6,51.4,2,1,"58 88","80",0,0,NA,NA,13,15,"15","13",11,7,5,6,6,1,0,0,5,4,3,4,0,NA,0,NA,6,0,0,0,0,3,0,28,18,11,7,0,9,7,"draw",NA,NA,NA,NA
"44","2012/2013","bundesliga",5,"Wednesday","26","September","2012","7:00pm","Mercedes-Benz Arena",NA,NA,NA,"Stuttgart","Hoffenheim",0,3,"NA","5 47 58",0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,59.6,40.4,2,2,"51 75","42 78",0,0,NA,NA,18,15,"12","18",8,16,3,10,5,6,0,0,4,5,1,1,0,NA,0,NA,3,0,0,0,0,4,0,33,24,13,11,0,9,2,"victory","Hoffenheim","Stuttgart",0,1
"45","2012/2013","bundesliga",5,"Wednesday","26","September","2012","7:00pm","Dreisamstadion",NA,NA,NA,"SC Freiburg","Werder Bremen",1,2,"36","47 59",0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,54.9,45.1,2,4,"12 67","90+4 56 64 90+3",0,0,NA,NA,15,24,"23","13",15,4,7,3,8,1,0,0,6,2,5,2,0,NA,0,NA,3,0,0,0,0,6,0,39,19,10,9,0,8,7,"victory","Werder Bremen","SC Freiburg",0,1
"46","2012/2013","bundesliga",6,"Friday","28","September","2012","7:30pm",NA,NA,NA,NA,"Fortuna Dusseldorf","Schalke",2,2,"48 77","13 20",0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,1,1,"34","66",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,4,0,0,0,0,2,0,NA,NA,NA,NA,NA,NA,NA,"draw",NA,NA,NA,NA
"47","2012/2013","bundesliga",6,"Saturday","29","September","2012","2:30pm","Weserstadion",NA,NA,NA,"Werder Bremen","Bayern Munich",0,2,"NA","81 83",0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,34.7,65.3,1,2,"14","38 40",0,0,NA,NA,14,17,"17","14",7,14,2,5,5,9,0,0,2,6,1,4,0,NA,0,NA,2,0,0,0,0,3,0,31,21,7,14,0,8,5,"victory","Bayern Munich","Werder Bremen",0,1
"48","2012/2013","bundesliga",6,"Saturday","29","September","2012","2:30pm","Rhein-Neckar Arena",NA,NA,NA,"Hoffenheim","FC Augsburg",0,0,"NA","NA",0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,51.5,48.5,2,1,"83 11","90+1",1,0,NA,NA,19,16,"15","18",5,4,2,2,3,2,0,0,6,2,0,4,0,NA,0,NA,0,0,0,0,0,3,1,35,9,4,5,0,8,4,"draw",NA,NA,NA,NA
"49","2012/2013","bundesliga",6,"Saturday","29","September","2012","5:30pm","Signal Iduna Park",NA,NA,NA,"Borussia Dortmund","M'gladbach",5,0,"35 70 40 79 85","NA",0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,54.3,45.7,0,1,NA,"90",0,0,NA,NA,10,8,"8","9",12,6,8,3,4,3,0,0,10,5,1,3,0,NA,0,NA,5,0,0,0,0,1,0,18,18,11,7,0,15,4,"victory","Borussia Dortmund","M'gladbach",1,0
"50","2012/2013","bundesliga",6,"Sunday","30","September","2012","4:30pm","Volkswagen Arena",NA,NA,NA,"Wolfsburg","Mainz",0,2,"NA","27 37",0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,66.3,33.7,4,3,"45+1 44 42 51","77 53 78",0,0,NA,NA,18,18,"18","18",15,6,5,3,10,3,0,0,11,2,4,8,0,NA,0,NA,2,0,0,0,0,7,0,36,21,8,13,0,13,12,"victory","Mainz","Wolfsburg",0,1
