"","season","league","matchweek","weekday","day","month","year","hour","stadium","attendance","referee","referee_var","home_team","away_team","home_team_score","away_team_score","home_team_score_time","away_team_score_time","home_team_penalty","away_team_penalty","home_team_penalty_time","away_team_penalty_time","home_team_penalty_scored","away_team_penalty_scored","home_team_penalty_scored_time","away_team_penalty_scored_time","home_team_penalty_missed","away_team_penalty_missed","home_team_penalty_missed_time","away_team_penalty_missed_time","home_team_own_goals","away_team_own_goals","home_team_own_goals_time","away_team_own_goals_time","home_team_possession","away_team_possession","home_team_yellow_card","away_team_yellow_card","home_team_yellow_card_time","away_team_yellow_card_time","home_team_red_card","away_team_red_card","home_team_red_card_time","away_team_red_card_time","home_team_fouls_committed","away_team_fouls_committed","home_team_fouls_won","away_team_fouls_won","home_team_shots","away_team_shots","home_team_shots_onTarget","away_team_shots_onTarget","home_team_shots_offTarget","away_team_shots_offTarget","home_team_shots_blocked","away_team_shots_blocked","home_team_corners","away_team_corners","home_team_offsides","away_team_offsides","home_team_ownGoals","home_team_ownGoals_time","away_team_ownGoals","away_team_ownGoals_time","total_score","total_penalty","total_penalty_scored","total_penalty_missed","total_ownGoals","total_yellow_card","total_red_card","total_fouls_committed","total_shots","total_shots_onTarget","total_shots_offTarget","total_shots_blocked","total_corner","total_offsides","match_final","team_won","team_lost","team_win_home","team_win_away"
"1","2017/2018","bundesliga",1,"Friday","18","August","2017","7:30pm","Allianz Arena",NA,"Tobias Stieler","Dr. Jochen Drees","Bayern Munich","Bayer Leverkusen",3,1,"9 19 53","65",1,0,"53",NA,1,0,"53",NA,0,0,NA,NA,NA,NA,NA,NA,50.9,49.1,1,2,"63","8 52",0,0,NA,NA,13,17,"16","11",13,19,8,4,4,10,1,5,4,5,5,1,0,NA,0,NA,4,1,1,0,0,3,0,30,32,12,14,6,9,6,"victory","Bayern Munich","Bayer Leverkusen",1,0
"2","2017/2018","bundesliga",1,"Saturday","19","August","2017","2:30pm","Olympiastadion",NA,"Sascha Stegemann","Christian Dingert","Hertha Berlin","Stuttgart",2,0,"46 62","NA",0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,53.5,46.5,2,1,"73 78","84",0,0,NA,NA,18,13,"12","17",10,8,4,2,4,3,2,3,5,1,0,3,0,NA,0,NA,2,0,0,0,0,3,0,31,18,6,7,5,6,3,"victory","Hertha Berlin","Stuttgart",1,0
"3","2017/2018","bundesliga",1,"Saturday","19","August","2017","2:30pm","Coface Arena",NA,"Dr. Felix Brych","Gunter Perl","Mainz","Hannover 96",0,1,"NA","73",0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,62.5,37.5,3,5,"87 41 76","11 45 21 29 87",0,0,NA,NA,18,14,"13","18",14,6,6,2,6,2,2,2,13,1,3,0,0,NA,0,NA,1,0,0,0,0,8,0,32,20,8,8,4,14,3,"victory","Hannover 96","Mainz",0,1
"4","2017/2018","bundesliga",1,"Saturday","19","August","2017","5:30pm","Veltins Arena",NA,"Felix Zwayer","Wolfgang Stark","Schalke","RB Leipzig",2,0,"43 73","NA",1,0,"43",NA,1,0,"43",NA,0,0,NA,NA,NA,NA,NA,NA,35.8,64.2,2,2,"90+5 86","34 47",0,0,NA,NA,22,18,"16","21",11,12,5,3,5,5,1,4,4,5,4,5,0,NA,0,NA,2,1,1,0,0,4,0,40,23,8,10,5,9,9,"victory","Schalke","RB Leipzig",1,0
"5","2017/2018","bundesliga",1,"Sunday","20","August","2017","5:00pm","BORUSSIA-PARK",NA,"Deniz Aytekin","Bastian Dankert","M'gladbach","Cologne",1,0,"49","NA",0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,52.8,47.2,3,2,"90+1 23 90+3","72 55",0,0,NA,NA,12,11,"11","12",22,13,8,2,8,7,6,4,5,3,4,3,0,NA,0,NA,1,0,0,0,0,5,0,23,35,10,15,10,8,7,"victory","M'gladbach","Cologne",1,0
"6","2017/2018","bundesliga",1,"Saturday","19","August","2017","2:30pm","WIRSOL Rhein-Neckar-Arena",NA,"Guido Winkmann","Benjamin Brand","Hoffenheim","Werder Bremen",1,0,"84","NA",0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,63.7,36.3,1,3,"66","26 78 81",0,0,NA,NA,17,15,"14","16",14,11,3,2,6,6,5,3,6,4,3,2,0,NA,0,NA,1,0,0,0,0,4,0,32,25,5,12,8,10,5,"victory","Hoffenheim","Werder Bremen",1,0
"7","2017/2018","bundesliga",1,"Saturday","19","August","2017","2:30pm","Imtech Arena",NA,"Daniel Siebert","Dr. Robert Kampka","Hamburg","FC Augsburg",1,0,"8","NA",0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,36.3,63.7,4,3,"90+3 49 37 80","72 20 28",0,0,NA,NA,18,16,"14","18",11,14,5,1,4,8,2,5,3,7,0,1,0,NA,0,NA,1,0,0,0,0,7,0,34,25,6,12,7,10,1,"victory","Hamburg","FC Augsburg",1,0
"8","2017/2018","bundesliga",1,"Saturday","19","August","2017","2:30pm","Volkswagen Arena",NA,"Robert Hartmann","Dr. Jochen Drees","Wolfsburg","Borussia Dortmund",0,3,"NA","22 27 60",0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,29.4,70.6,0,0,NA,NA,0,0,NA,NA,7,15,"14","7",7,13,0,5,4,5,3,3,3,5,7,0,0,NA,0,NA,3,0,0,0,0,0,0,22,20,5,9,6,8,7,"victory","Borussia Dortmund","Wolfsburg",0,1
"9","2017/2018","bundesliga",1,"Sunday","20","August","2017","2:30pm","MAGE SOLAR Stadion",NA,"Manuel Grafe","Wolfgang Stark","SC Freiburg","Eintracht Frankfurt",0,0,"NA","NA",0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,57.7,42.3,1,2,"54","48 79",0,0,NA,NA,8,18,"16","8",7,15,1,2,4,7,2,6,3,7,5,2,0,NA,0,NA,0,0,0,0,0,3,0,26,22,3,11,8,10,7,"draw",NA,NA,NA,NA
"10","2017/2018","bundesliga",2,"Friday","25","August","2017","7:30pm","RheinEnergieStadion",NA,"Dr. Felix Brych","Gunter Perl","Cologne","Hamburg",1,3,"90+7","28 34 90+10",0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,70.7,29.3,2,3,"10 88","70 90+9 3",0,1,"59",NA,9,9,"9","9",20,13,6,4,12,5,2,4,6,7,6,3,0,NA,0,NA,4,0,0,0,0,5,1,18,33,10,17,6,13,9,"victory","Hamburg","Cologne",0,1
