"","season","league","matchweek","weekday","day","month","year","hour","stadium","attendance","referee","referee_var","home_team","away_team","home_team_score","away_team_score","home_team_score_time","away_team_score_time","home_team_penalty","away_team_penalty","home_team_penalty_time","away_team_penalty_time","home_team_penalty_scored","away_team_penalty_scored","home_team_penalty_scored_time","away_team_penalty_scored_time","home_team_penalty_missed","away_team_penalty_missed","home_team_penalty_missed_time","away_team_penalty_missed_time","home_team_own_goals","away_team_own_goals","home_team_own_goals_time","away_team_own_goals_time","home_team_possession","away_team_possession","home_team_yellow_card","away_team_yellow_card","home_team_yellow_card_time","away_team_yellow_card_time","home_team_red_card","away_team_red_card","home_team_red_card_time","away_team_red_card_time","home_team_fouls_committed","away_team_fouls_committed","home_team_fouls_won","away_team_fouls_won","home_team_shots","away_team_shots","home_team_shots_onTarget","away_team_shots_onTarget","home_team_shots_offTarget","away_team_shots_offTarget","home_team_shots_blocked","away_team_shots_blocked","home_team_corners","away_team_corners","home_team_offsides","away_team_offsides","home_team_ownGoals","home_team_ownGoals_time","away_team_ownGoals","away_team_ownGoals_time","total_score","total_penalty","total_penalty_scored","total_penalty_missed","total_ownGoals","total_yellow_card","total_red_card","total_fouls_committed","total_shots","total_shots_onTarget","total_shots_offTarget","total_shots_blocked","total_corner","total_offsides","match_final","team_won","team_lost","team_win_home","team_win_away"
"1","2014/2015","bundesliga",1,"Friday","22","August","2014","7:30pm","Allianz Arena",NA,NA,NA,"Bayern Munich","Wolfsburg",2,1,"36 47","51",0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,59.8,40.2,0,2,NA,"69 87",0,0,NA,NA,5,9,"9","4",17,9,10,4,3,4,4,1,9,3,3,3,0,NA,0,NA,3,0,0,0,0,2,0,14,26,14,7,5,12,6,"victory","Bayern Munich","Wolfsburg",1,0
"2","2014/2015","bundesliga",1,"Saturday","23","August","2014","2:30pm","AWD-Arena",NA,NA,NA,"Hannover 96","Schalke",2,1,"67 70","47",0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,44.1,55.9,2,1,"90+2 78","76",0,0,NA,NA,12,15,"14","12",8,12,3,5,2,4,3,3,2,4,1,2,0,NA,0,NA,3,0,0,0,0,3,0,27,20,8,6,6,6,3,"victory","Hannover 96","Schalke",1,0
"3","2014/2015","bundesliga",1,"Saturday","23","August","2014","2:30pm","Commerzbank Arena",NA,NA,NA,"Eintracht Frankfurt","SC Freiburg",1,0,"15","NA",0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,36.1,63.9,1,3,"75","78 44 64",0,0,NA,NA,17,22,"22","17",10,13,3,6,5,1,2,6,6,5,2,1,0,NA,0,NA,1,0,0,0,0,4,0,39,23,9,6,8,11,3,"victory","Eintracht Frankfurt","SC Freiburg",1,0
"4","2014/2015","bundesliga",1,"Saturday","23","August","2014","5:30pm","Signal Iduna Park",NA,NA,NA,"Borussia Dortmund","Bayer Leverkusen",0,2,"NA","1 90+5",0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,58.5,41.5,1,3,"64","51 45 30",0,0,NA,NA,13,28,"26","13",11,11,4,2,3,5,4,4,8,4,1,5,0,NA,0,NA,2,0,0,0,0,4,0,41,22,6,8,8,12,6,"victory","Bayer Leverkusen","Borussia Dortmund",0,1
"5","2014/2015","bundesliga",1,"Sunday","24","August","2014","4:30pm","Borussia-Park",NA,NA,NA,"M'gladbach","Stuttgart",1,1,"90","51",0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,56,44,2,1,"31 76","64",0,0,NA,NA,8,16,"16","8",20,7,6,3,12,1,2,3,6,3,3,2,0,NA,0,NA,2,0,0,0,0,3,0,24,27,9,13,5,9,5,"draw",NA,NA,NA,NA
"6","2014/2015","bundesliga",1,"Saturday","23","August","2014","2:30pm","Rhein-Neckar Arena",NA,NA,NA,"Hoffenheim","FC Augsburg",2,0,"33 35","NA",0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,42.8,57.2,5,4,"77 15 18 33 15","18 53 73 47",0,0,NA,NA,19,15,"15","19",11,12,3,2,5,8,3,2,7,3,1,0,0,NA,0,NA,2,0,0,0,0,9,0,34,23,5,13,5,10,1,"victory","Hoffenheim","FC Augsburg",1,0
"7","2014/2015","bundesliga",1,"Saturday","23","August","2014","2:30pm","Olympiastadion",NA,NA,NA,"Hertha Berlin","Werder Bremen",2,2,"16 47","53 55",0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,54.2,45.8,3,4,"57 68 77","52 90+2 34 75",0,0,NA,NA,17,18,"18","17",19,9,5,5,7,3,7,1,9,5,4,6,0,NA,0,NA,4,0,0,0,0,7,0,35,28,10,10,8,14,10,"draw",NA,NA,NA,NA
"8","2014/2015","bundesliga",1,"Saturday","23","August","2014","2:30pm","Rhein Energie Stadion",NA,NA,NA,"Cologne","Hamburg",0,0,"NA","NA",0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,45.9,54.1,2,2,"56 79","72 79",0,0,NA,NA,23,16,"15","22",10,19,3,4,4,11,3,4,3,6,2,2,0,NA,0,NA,0,0,0,0,0,4,0,39,29,7,15,7,9,4,"draw",NA,NA,NA,NA
"9","2014/2015","bundesliga",1,"Sunday","24","August","2014","2:30pm",NA,NA,NA,NA,"SC Paderborn 07","Mainz",2,2,"37 87","33 90+4",0,1,NA,"90+4",0,1,NA,"90+4",0,0,NA,NA,NA,NA,NA,NA,NA,NA,2,2,"61 44","45 67",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,4,1,1,0,0,4,0,NA,NA,NA,NA,NA,NA,NA,"draw",NA,NA,NA,NA
"10","2014/2015","bundesliga",2,"Friday","29","August","2014","7:30pm","Impuls Arena",NA,NA,NA,"FC Augsburg","Borussia Dortmund",2,3,"83 90","11 14 79",0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,53.7,46.3,2,3,"43 42","70 54 73",0,0,NA,NA,9,12,"12","9",12,22,3,9,7,6,2,7,3,6,8,2,0,NA,0,NA,5,0,0,0,0,5,0,21,34,12,13,9,9,10,"victory","Borussia Dortmund","FC Augsburg",0,1
"11","2014/2015","bundesliga",2,"Saturday","30","August","2014","2:30pm","Volkswagen Arena",NA,NA,NA,"Wolfsburg","Eintracht Frankfurt",2,2,"15 79","23 85",0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,63.6,36.4,3,3,"6 43 58","83 22 29",0,0,NA,NA,19,11,"11","17",14,8,11,4,1,2,2,2,4,3,6,3,1,"23",0,NA,4,0,0,0,1,6,0,30,22,15,3,4,7,9,"draw",NA,NA,NA,NA
"12","2014/2015","bundesliga",2,"Saturday","30","August","2014","2:30pm","Mercedes-Benz Arena",NA,NA,NA,"Stuttgart","Cologne",0,2,"NA","22 33",0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,68.3,31.7,1,2,"86","60 40",0,0,NA,NA,11,11,"11","11",14,11,5,5,5,3,4,3,7,4,5,1,0,NA,0,NA,2,0,0,0,0,3,0,22,25,10,8,7,11,6,"victory","Cologne","Stuttgart",0,1
"13","2014/2015","bundesliga",2,"Saturday","30","August","2014","5:30pm","Veltins Arena",NA,NA,NA,"Schalke","Bayern Munich",1,1,"62","10",0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,35.2,64.8,4,1,"17 45 64 13","38",0,0,NA,NA,15,15,"15","14",8,10,4,4,2,4,2,2,1,3,6,3,0,NA,0,NA,2,0,0,0,0,5,0,30,18,8,6,4,4,9,"draw",NA,NA,NA,NA
"14","2014/2015","bundesliga",2,"Sunday","31","August","2014","4:30pm","MAGE SOLAR Stadion",NA,NA,NA,"SC Freiburg","M'gladbach",0,0,"NA","NA",0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,55.9,44.1,0,2,NA,"76 90",0,0,NA,NA,11,13,"10","11",18,9,4,3,10,4,4,2,4,5,4,2,0,NA,0,NA,0,0,0,0,0,2,0,24,27,7,14,6,9,6,"draw",NA,NA,NA,NA
"15","2014/2015","bundesliga",2,"Saturday","30","August","2014","2:30pm","BayArena",NA,NA,NA,"Bayer Leverkusen","Hertha Berlin",4,2,"50 62 74 86","24 60",0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,62.7,37.3,0,1,NA,"64",0,0,NA,NA,11,20,"20","11",21,3,7,1,6,1,8,1,5,6,3,3,1,"24",0,NA,6,0,0,0,1,1,0,31,24,8,7,9,11,6,"victory","Bayer Leverkusen","Hertha Berlin",1,0
"16","2014/2015","bundesliga",2,"Saturday","30","August","2014","2:30pm","Weserstadion",NA,NA,NA,"Werder Bremen","Hoffenheim",1,1,"59 60","",0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,49.6,50.4,2,0,"36 3",NA,0,0,NA,NA,20,13,"12","17",15,12,1,1,11,5,3,6,6,6,2,3,0,NA,0,NA,2,0,0,0,0,2,0,33,27,2,16,9,12,5,"draw",NA,NA,NA,NA
"17","2014/2015","bundesliga",2,"Saturday","30","August","2014","2:30pm","Imtech Arena",NA,NA,NA,"Hamburg","SC Paderborn 07",0,3,"NA","29 68 87",0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,3,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,"victory","SC Paderborn 07","Hamburg",0,1
"18","2014/2015","bundesliga",2,"Sunday","31","August","2014","2:30pm","Coface Arena",NA,NA,NA,"Mainz","Hannover 96",0,0,"NA","NA",0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,52.1,47.9,0,1,NA,"32",0,0,NA,NA,12,14,"13","12",14,11,2,6,10,3,2,2,4,2,3,4,0,NA,0,NA,0,0,0,0,0,1,0,26,25,8,13,4,6,7,"draw",NA,NA,NA,NA
"19","2014/2015","bundesliga",3,"Friday","12","September","2014","7:30pm","BayArena",NA,NA,NA,"Bayer Leverkusen","Werder Bremen",3,3,"17 63 73","45 60 85",0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,55.5,44.5,4,2,"48 68 52 77","89 76",0,0,NA,NA,14,20,"19","13",26,8,9,5,10,2,7,1,6,4,0,4,0,NA,0,NA,6,0,0,0,0,6,0,34,34,14,12,8,10,4,"draw",NA,NA,NA,NA
"20","2014/2015","bundesliga",3,"Saturday","13","September","2014","2:30pm","Signal Iduna Park",NA,NA,NA,"Borussia Dortmund","SC Freiburg",3,1,"34 41 78","90",0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,61.6,38.4,1,4,"19","84 59 84 87",0,0,NA,NA,9,14,"13","8",15,4,6,3,6,0,3,1,3,5,2,1,0,NA,0,NA,4,0,0,0,0,5,0,23,19,9,6,4,8,3,"victory","Borussia Dortmund","SC Freiburg",1,0
"21","2014/2015","bundesliga",3,"Saturday","13","September","2014","2:30pm","Olympiastadion",NA,NA,NA,"Hertha Berlin","Mainz",1,3,"86","36 90+1 70",1,0,"86",NA,1,0,"86",NA,0,0,NA,NA,NA,NA,NA,NA,52.8,47.2,3,3,"45 7 75","85 55 43",0,0,NA,NA,21,20,"18","19",17,7,3,6,7,1,7,0,4,1,2,2,0,NA,0,NA,4,1,1,0,0,6,0,41,24,9,8,7,5,4,"victory","Mainz","Hertha Berlin",0,1
"22","2014/2015","bundesliga",3,"Saturday","13","September","2014","5:30pm","Borussia-Park",NA,NA,NA,"M'gladbach","Schalke",4,1,"18 50 56 79","52",0,1,NA,"52",0,1,NA,"52",0,0,NA,NA,NA,NA,NA,NA,45.6,54.4,2,3,"51 56","65 36 34",1,0,NA,NA,15,14,"14","14",23,10,9,6,5,2,9,2,8,2,0,4,0,NA,0,NA,5,1,1,0,0,5,1,29,33,15,7,11,10,4,"victory","M'gladbach","Schalke",1,0
"23","2014/2015","bundesliga",3,"Sunday","14","September","2014","4:30pm","AWD-Arena",NA,NA,NA,"Hannover 96","Hamburg",2,0,"13 24","NA",0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,52.6,47.4,3,3,"45+3 69 39","73 25 89",0,0,NA,NA,18,16,"15","18",11,11,4,0,6,9,1,2,4,2,3,1,0,NA,0,NA,2,0,0,0,0,6,0,34,22,4,15,3,6,4,"victory","Hannover 96","Hamburg",1,0
"24","2014/2015","bundesliga",3,"Saturday","13","September","2014","2:30pm","Allianz Arena",NA,NA,NA,"Bayern Munich","Stuttgart",2,0,"27 85","NA",0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,67.4,32.6,1,2,"63","27 90+1",0,0,NA,NA,16,18,"18","15",14,7,8,0,4,5,2,2,2,4,2,3,0,NA,0,NA,2,0,0,0,0,3,0,34,21,8,9,4,6,5,"victory","Bayern Munich","Stuttgart",1,0
