"","season","league","matchweek","weekday","day","month","year","hour","stadium","attendance","referee","referee_var","home_team","away_team","home_team_score","away_team_score","home_team_score_time","away_team_score_time","home_team_penalty","away_team_penalty","home_team_penalty_time","away_team_penalty_time","home_team_penalty_scored","away_team_penalty_scored","home_team_penalty_scored_time","away_team_penalty_scored_time","home_team_penalty_missed","away_team_penalty_missed","home_team_penalty_missed_time","away_team_penalty_missed_time","home_team_own_goals","away_team_own_goals","home_team_own_goals_time","away_team_own_goals_time","home_team_possession","away_team_possession","home_team_yellow_card","away_team_yellow_card","home_team_yellow_card_time","away_team_yellow_card_time","home_team_red_card","away_team_red_card","home_team_red_card_time","away_team_red_card_time","home_team_fouls_committed","away_team_fouls_committed","home_team_fouls_won","away_team_fouls_won","home_team_shots","away_team_shots","home_team_shots_onTarget","away_team_shots_onTarget","home_team_shots_offTarget","away_team_shots_offTarget","home_team_shots_blocked","away_team_shots_blocked","home_team_corners","away_team_corners","home_team_offsides","away_team_offsides","home_team_ownGoals","home_team_ownGoals_time","away_team_ownGoals","away_team_ownGoals_time","total_score","total_penalty","total_penalty_scored","total_penalty_missed","total_ownGoals","total_yellow_card","total_red_card","total_fouls_committed","total_shots","total_shots_onTarget","total_shots_offTarget","total_shots_blocked","total_corner","total_offsides","match_final","team_won","team_lost","team_win_home","team_win_away"
"23","2016/2017","premier league",3,"Saturday","27","August","2016","3:00pm","The King Power Stadium",NA,NA,NA,"Leicester City","Swansea City",2,1,"32 52","80",1,0,"56",NA,0,0,NA,NA,1,0,"56",NA,NA,NA,NA,NA,52.2,47.8,2,2,"70 26","10 66",0,0,NA,NA,14,10,"9","13",13,9,6,3,5,5,2,1,4,6,3,1,0,NA,0,NA,3,1,0,1,0,4,0,24,22,9,10,3,10,4,"victory","Leicester City","Swansea City",1,0
"24","2016/2017","premier league",3,"Saturday","27","August","2016","3:00pm","Vicarage Road",NA,NA,NA,"Watford","Arsenal",1,3,"57","9 40 45+1",0,1,NA,"9",0,1,NA,"9",0,0,NA,NA,NA,NA,NA,NA,45.3,54.7,6,1,"17 77 83 89 45+2 60","90+2",0,0,NA,NA,18,15,"13","18",14,10,6,7,6,2,2,1,3,2,1,2,0,NA,0,NA,4,1,1,0,0,7,0,33,24,13,8,3,5,3,"victory","Arsenal","Watford",0,1
"25","2016/2017","premier league",3,"Sunday","28","August","2016","1:30pm","The Hawthorns",NA,NA,NA,"West Bromwich Albion","Middlesbrough",0,0,"NA","NA",0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,41,59,1,3,"65","2 77 49",0,0,NA,NA,12,11,"10","11",13,7,2,2,6,4,5,1,5,4,1,3,0,NA,0,NA,0,0,0,0,0,4,0,23,20,4,10,6,9,4,"draw",NA,NA,NA,NA
"26","2016/2017","premier league",3,"Saturday","27","August","2016","3:00pm","Stamford Bridge",NA,NA,NA,"Chelsea","Burnley",3,0,"9 41 89","NA",0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,60.1,39.9,2,2,"44 31","50 90",0,0,NA,NA,6,9,"9","6",22,6,10,0,7,4,5,2,9,5,1,2,0,NA,0,NA,3,0,0,0,0,4,0,15,28,10,11,7,14,3,"victory","Chelsea","Burnley",1,0
"27","2016/2017","premier league",3,"Saturday","27","August","2016","3:00pm","Goodison Park",NA,NA,NA,"Everton","Stoke City",1,0,"51","NA",1,0,"51",NA,0,0,NA,NA,1,0,"51",NA,NA,NA,NA,NA,54.9,45.1,2,1,"88 9","56",0,0,NA,NA,14,11,"11","13",21,8,9,1,7,4,5,3,9,2,3,1,0,NA,1,"51",1,1,0,1,1,3,0,25,29,10,11,8,11,4,"victory","Everton","Stoke City",1,0
"28","2016/2017","premier league",3,"Saturday","27","August","2016","3:00pm","St. Mary's Stadium",NA,NA,NA,"Southampton","Sunderland",1,1,"85","80",0,1,NA,"80",0,1,NA,"80",0,0,NA,NA,NA,NA,NA,NA,63.8,36.2,2,2,"47 29","90+1 65",0,0,NA,NA,15,8,"8","15",16,5,7,2,5,2,4,1,5,5,4,2,0,NA,0,NA,2,1,1,0,0,4,0,23,21,9,7,5,10,6,"draw",NA,NA,NA,NA
"29","2016/2017","premier league",3,"Saturday","27","August","2016","5:30pm","KCOM Stadium",NA,NA,NA,"Hull City","Manchester United",0,1,"NA","90+2",0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,37.9,62.1,2,3,"71 77","23 76 90+3",0,0,NA,NA,9,6,"5","9",8,29,2,9,4,12,2,8,1,7,0,1,0,NA,0,NA,1,0,0,0,0,5,0,15,37,11,16,10,8,1,"victory","Manchester United","Hull City",0,1
"30","2016/2017","premier league",3,"Sunday","28","August","2016","4:00pm","Etihad Stadium",NA,NA,NA,"Manchester City","West Ham United",3,1,"7 90+2 18","58",0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,67.1,32.9,1,3,"6","51 14 48",0,0,NA,NA,5,10,"10","4",22,9,5,2,10,5,7,2,5,4,3,3,0,NA,0,NA,4,0,0,0,0,4,0,15,31,7,15,9,9,6,"victory","Manchester City","West Ham United",1,0
"31","2016/2017","premier league",4,"Saturday","10","September","2016","12:30pm","Old Trafford",NA,NA,NA,"Manchester United","Manchester City",1,2,"42","15 36",0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,39.9,60.1,4,2,"45+1 52 83 51","90+5 41",0,0,NA,NA,15,10,"10","14",14,18,3,6,6,8,5,4,4,4,3,3,0,NA,0,NA,3,0,0,0,0,6,0,25,32,9,14,9,8,6,"victory","Manchester City","Manchester United",0,1
"32","2016/2017","premier league",4,"Saturday","10","September","2016","3:00pm","Emirates Stadium",NA,NA,NA,"Arsenal","Southampton",2,1,"29 90+4","18",1,0,"90+4",NA,1,0,"90+4",NA,0,0,NA,NA,NA,NA,NA,NA,56.7,43.3,2,5,"16 26","54 90+1 90+4 90+4 86",0,0,NA,NA,10,8,"8","10",17,11,2,5,7,4,8,2,6,1,0,2,1,"18",0,NA,3,1,1,0,1,7,0,18,28,7,11,10,7,2,"victory","Arsenal","Southampton",1,0
"33","2016/2017","premier league",4,"Saturday","10","September","2016","3:00pm","Riverside Stadium",NA,NA,NA,"Middlesbrough","Crystal Palace",1,2,"38","16 47",0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,57.7,42.3,1,2,"60","82 90+5",0,0,NA,NA,5,9,"8","5",12,12,4,4,5,4,3,4,6,6,3,1,0,NA,0,NA,3,0,0,0,0,3,0,14,24,8,9,7,12,4,"victory","Crystal Palace","Middlesbrough",0,1
"34","2016/2017","premier league",4,"Saturday","10","September","2016","3:00pm","London Stadium",NA,NA,NA,"West Ham United","Watford",2,4,"5 33","41 45+2 53 63",0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,57.9,42.1,2,2,"84 12","42 86",0,0,NA,NA,10,15,"14","10",19,13,4,8,11,3,4,2,4,4,2,1,0,NA,0,NA,6,0,0,0,0,4,0,25,32,12,14,6,8,3,"victory","Watford","West Ham United",0,1
"35","2016/2017","premier league",4,"Sunday","11","September","2016","4:00pm","The Liberty Stadium",NA,NA,NA,"Swansea City","Chelsea",2,2,"59 62","18 81",1,0,"59",NA,1,0,"59",NA,0,0,NA,NA,NA,NA,NA,NA,44.9,55.1,3,4,"42 48 26","59 90+2 89 41",0,0,NA,NA,17,9,"9","17",6,28,2,7,2,12,2,9,1,11,0,3,0,NA,0,NA,4,1,1,0,0,7,0,26,34,9,14,11,12,3,"draw",NA,NA,NA,NA
"36","2016/2017","premier league",4,"Saturday","10","September","2016","3:00pm","Vitality Stadium",NA,NA,NA,"Bournemouth","West Bromwich Albion",1,0,"79","NA",0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,63.5,36.5,1,3,"71","89 53 90",0,0,NA,NA,9,11,"11","8",12,12,5,2,5,6,2,4,10,5,1,1,0,NA,0,NA,1,0,0,0,0,4,0,20,24,7,11,6,15,2,"victory","Bournemouth","West Bromwich Albion",1,0
"37","2016/2017","premier league",4,"Saturday","10","September","2016","3:00pm","Turf Moor",NA,NA,NA,"Burnley","Hull City",1,1,"72","90+5",0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,38.8,61.2,2,0,"27 82",NA,0,0,NA,NA,13,3,"3","13",14,11,2,3,6,8,6,0,5,9,0,3,0,NA,0,NA,2,0,0,0,0,2,0,16,25,5,14,6,14,3,"draw",NA,NA,NA,NA
"38","2016/2017","premier league",4,"Saturday","10","September","2016","3:00pm","Bet365 Stadium",NA,NA,NA,"Stoke City","Tottenham Hotspur",0,4,"NA","41 56 59 70",0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,39.7,60.3,3,2,"7 34 90+1","45+1 90",0,0,NA,NA,13,18,"16","11",16,20,2,8,7,4,7,8,11,8,2,0,0,NA,0,NA,4,0,0,0,0,5,0,31,36,10,11,15,19,2,"victory","Tottenham Hotspur","Stoke City",0,1
"39","2016/2017","premier league",4,"Saturday","10","September","2016","5:30pm","Anfield",NA,NA,NA,"Liverpool","Leicester City",4,1,"13 89 31 56","38",0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,62.1,37.9,1,2,"44","82 28",0,0,NA,NA,4,8,"8","3",17,12,11,3,2,4,4,5,1,7,3,1,0,NA,0,NA,5,0,0,0,0,3,0,12,29,14,6,9,8,4,"victory","Liverpool","Leicester City",1,0
"40","2016/2017","premier league",4,"Monday","12","September","2016","8:00pm","Stadium of Light",NA,NA,NA,"Sunderland","Everton",0,3,"NA","60 68 71",0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,33.3,66.7,1,1,"42","55",0,0,NA,NA,11,8,"7","10",11,20,2,9,1,8,8,3,5,5,0,1,0,NA,0,NA,3,0,0,0,0,2,0,19,31,11,9,11,10,1,"victory","Everton","Sunderland",0,1
"41","2016/2017","premier league",5,"Friday","16","September","2016","8:00pm","Stamford Bridge",NA,NA,NA,"Chelsea","Liverpool",1,2,"61","17 36",0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,52.7,47.3,1,1,"45+1","88",0,0,NA,NA,6,13,"13","5",12,13,4,5,3,2,5,6,6,4,6,2,0,NA,0,NA,3,0,0,0,0,2,0,19,25,9,5,11,10,8,"victory","Liverpool","Chelsea",0,1
"42","2016/2017","premier league",5,"Saturday","17","September","2016","3:00pm","The King Power Stadium",NA,NA,NA,"Leicester City","Burnley",3,0,"45+1 48 78","NA",0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,59,41,0,1,NA,"88",0,0,NA,NA,10,9,"9","10",14,7,6,2,3,4,5,1,7,1,2,4,0,NA,1,"78",3,0,0,0,1,1,0,19,21,8,7,6,8,6,"victory","Leicester City","Burnley",1,0
"43","2016/2017","premier league",5,"Saturday","17","September","2016","3:00pm","The Hawthorns",NA,NA,NA,"West Bromwich Albion","West Ham United",4,2,"8 56 37 44","61 65",1,1,"8","65",1,1,"8","65",0,0,NA,NA,NA,NA,NA,NA,29.6,70.4,2,1,"43 86","86",0,0,NA,NA,14,6,"4","14",8,23,6,5,2,9,0,9,2,6,1,1,0,NA,0,NA,6,2,2,0,0,3,0,20,31,11,11,9,8,2,"victory","West Bromwich Albion","West Ham United",1,0
"44","2016/2017","premier league",5,"Sunday","18","September","2016","12:00pm","Vicarage Road",NA,NA,NA,"Watford","Manchester United",3,1,"34 83 90+5","62",1,0,"90+5",NA,1,0,"90+5",NA,0,0,NA,NA,NA,NA,NA,NA,39.9,60.1,3,4,"77 77 86","88 75 90+2 89",0,0,NA,NA,14,19,"17","14",10,15,5,2,3,9,2,4,5,7,0,2,0,NA,0,NA,4,1,1,0,0,7,0,33,25,7,12,6,12,2,"victory","Watford","Manchester United",1,0
"45","2016/2017","premier league",5,"Sunday","18","September","2016","2:15pm","St. Mary's Stadium",NA,NA,NA,"Southampton","Swansea City",1,0,"64","NA",0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,53,47,1,1,"41","89",0,0,NA,NA,14,9,"9","13",19,9,6,3,9,5,4,1,7,1,5,1,0,NA,0,NA,1,0,0,0,0,2,0,23,28,9,14,5,8,6,"victory","Southampton","Swansea City",1,0
"46","2016/2017","premier league",5,"Saturday","17","September","2016","3:00pm","KCOM Stadium",NA,NA,NA,"Hull City","Arsenal",1,4,"79","17 83 55 90+2",1,1,"79","41",1,0,"79",NA,0,1,NA,"41",NA,NA,NA,NA,39.3,60.7,0,2,NA,"78 34",1,0,NA,NA,9,12,"12","8",6,24,2,9,2,6,2,9,2,4,3,2,0,NA,0,NA,5,2,1,1,0,2,1,21,30,11,8,11,6,5,"victory","Arsenal","Hull City",0,1
"47","2016/2017","premier league",5,"Saturday","17","September","2016","3:00pm","Etihad Stadium",NA,NA,NA,"Manchester City","Bournemouth",4,0,"15 25 48 66","NA",0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,64.2,35.8,1,1,"24","86",1,0,NA,NA,8,11,"11","7",20,6,11,2,4,3,5,1,5,5,1,2,0,NA,0,NA,4,0,0,0,0,2,1,19,26,13,7,6,10,3,"victory","Manchester City","Bournemouth",1,0
"48","2016/2017","premier league",5,"Saturday","17","September","2016","5:30pm","Goodison Park",NA,NA,NA,"Everton","Middlesbrough",3,1,"24 42 45+1","21",0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,52.2,47.8,2,1,"22 45+2","37",0,0,NA,NA,5,15,"15","5",11,7,6,0,4,3,1,4,6,3,4,3,1,"21",0,NA,4,0,0,0,1,3,0,20,18,6,7,5,9,7,"victory","Everton","Middlesbrough",1,0
"49","2016/2017","premier league",5,"Sunday","18","September","2016","2:15pm","Selhurst Park",NA,NA,NA,"Crystal Palace","Stoke City",4,1,"9 11 71 75","90+4",0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,56.5,43.5,2,1,"60 77","71",0,0,NA,NA,15,9,"9","14",14,11,8,4,2,6,4,1,10,5,2,3,0,NA,0,NA,5,0,0,0,0,3,0,24,25,12,8,5,15,5,"victory","Crystal Palace","Stoke City",1,0
"50","2016/2017","premier league",5,"Sunday","18","September","2016","4:30pm","White Hart Lane",NA,NA,NA,"Tottenham Hotspur","Sunderland",1,0,"59","NA",0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,73.7,26.3,1,6,"84","57 90+1 44 65 62 81",0,1,"90",NA,7,16,"15","7",31,6,9,2,15,3,7,1,14,1,0,0,0,NA,0,NA,1,0,0,0,0,7,1,23,37,11,18,8,15,0,"victory","Tottenham Hotspur","Sunderland",1,0
"51","2016/2017","premier league",6,"Saturday","24","September","2016","12:30pm","Old Trafford",NA,NA,NA,"Manchester United","Leicester City",4,1,"22 37 40 42","59",0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,67.3,32.7,0,2,NA,"74 50",0,0,NA,NA,9,12,"11","9",16,10,7,3,8,1,1,6,8,6,4,1,0,NA,0,NA,5,0,0,0,0,2,0,21,26,10,9,7,14,5,"victory","Manchester United","Leicester City",1,0
"52","2016/2017","premier league",6,"Saturday","24","September","2016","3:00pm","Anfield",NA,NA,NA,"Liverpool","Hull City",5,1,"17 30 71 36 52","51",2,0,"30 71",NA,2,0,"30 71",NA,0,0,NA,NA,NA,NA,NA,NA,74.2,25.8,1,2,"19","7 37",0,1,"29",NA,8,8,"7","8",32,2,12,1,9,1,11,0,13,2,0,1,0,NA,0,NA,6,2,2,0,0,3,1,16,34,13,10,11,15,1,"victory","Liverpool","Hull City",1,0
