"","season","league","matchweek","weekday","day","month","year","hour","stadium","attendance","referee","referee_var","home_team","away_team","home_team_score","away_team_score","home_team_score_time","away_team_score_time","home_team_penalty","away_team_penalty","home_team_penalty_time","away_team_penalty_time","home_team_penalty_scored","away_team_penalty_scored","home_team_penalty_scored_time","away_team_penalty_scored_time","home_team_penalty_missed","away_team_penalty_missed","home_team_penalty_missed_time","away_team_penalty_missed_time","home_team_own_goals","away_team_own_goals","home_team_own_goals_time","away_team_own_goals_time","home_team_possession","away_team_possession","home_team_yellow_card","away_team_yellow_card","home_team_yellow_card_time","away_team_yellow_card_time","home_team_red_card","away_team_red_card","home_team_red_card_time","away_team_red_card_time","home_team_fouls_committed","away_team_fouls_committed","home_team_fouls_won","away_team_fouls_won","home_team_shots","away_team_shots","home_team_shots_onTarget","away_team_shots_onTarget","home_team_shots_offTarget","away_team_shots_offTarget","home_team_shots_blocked","away_team_shots_blocked","home_team_corners","away_team_corners","home_team_offsides","away_team_offsides","home_team_ownGoals","home_team_ownGoals_time","away_team_ownGoals","away_team_ownGoals_time","total_score","total_penalty","total_penalty_scored","total_penalty_missed","total_ownGoals","total_yellow_card","total_red_card","total_fouls_committed","total_shots","total_shots_onTarget","total_shots_offTarget","total_shots_blocked","total_corner","total_offsides","match_final","team_won","team_lost","team_win_home","team_win_away"
"1","2013/2014","premier league",1,"Saturday","17","August","2013","12:45pm","Anfield",NA,NA,NA,"Liverpool","Stoke City",1,0,"37","NA",0,1,NA,"89",0,0,NA,NA,0,1,NA,"89",NA,NA,NA,NA,52,48,1,1,"76","44",0,0,NA,NA,10,11,"0","0",26,10,12,4,14,6,0,0,12,6,1,0,0,NA,0,NA,1,1,0,1,0,2,0,21,36,16,20,0,18,1,"victory","Liverpool","Stoke City",1,0
"2","2013/2014","premier league",1,"Saturday","17","August","2013","3:00pm","Carrow Road",NA,NA,NA,"Norwich City","Everton",2,2,"51 71","61 65",0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,44,56,2,0,"44 59",NA,0,0,NA,NA,13,10,"0","0",8,20,2,6,6,14,0,0,6,8,0,0,0,NA,0,NA,4,0,0,0,0,2,0,23,28,8,20,0,14,0,"draw",NA,NA,NA,NA
"3","2013/2014","premier league",1,"Saturday","17","August","2013","3:00pm","The Hawthorns",NA,NA,NA,"West Bromwich Albion","Southampton",0,1,"NA","90",0,1,NA,"90",0,1,NA,"90",0,0,NA,NA,NA,NA,NA,NA,49,51,4,0,"76 48 57 82",NA,0,0,NA,NA,14,24,"0","0",11,8,1,3,10,5,0,0,4,8,0,0,0,NA,0,NA,1,1,1,0,0,4,0,38,19,4,15,0,12,0,"victory","Southampton","West Bromwich Albion",0,1
"4","2013/2014","premier league",1,"Saturday","17","August","2013","5:30pm","The Liberty Stadium",NA,NA,NA,"Swansea City","Manchester United",1,4,"82","34 72 36 90+2",0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,52,48,1,3,"3","45 40 9",0,0,NA,NA,13,10,"0","0",17,14,6,7,11,7,0,0,7,4,0,0,0,NA,0,NA,5,0,0,0,0,4,0,23,31,13,18,0,11,0,"victory","Manchester United","Swansea City",0,1
"5","2013/2014","premier league",1,"Sunday","18","August","2013","4:00pm","Stamford Bridge",NA,NA,NA,"Chelsea","Hull City",2,0,"13 25","NA",0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,51.4,48.6,0,1,NA,"40",0,0,NA,NA,8,16,"16","7",16,3,6,2,10,1,0,0,5,1,1,2,0,NA,0,NA,2,0,0,0,0,1,0,24,19,8,11,0,6,3,"victory","Chelsea","Hull City",1,0
"6","2013/2014","premier league",1,"Saturday","17","August","2013","3:00pm","Emirates Stadium",NA,NA,NA,"Arsenal","Aston Villa",1,3,"6","22 61 85",0,1,NA,"61",0,1,NA,"61",0,0,NA,NA,NA,NA,NA,NA,54,46,4,5,"21 61 30 79","30 45+4 65 60 90+5",1,0,NA,NA,15,18,"0","0",16,10,5,5,11,5,0,0,4,3,1,0,0,NA,0,NA,4,1,1,0,0,9,1,33,26,10,16,0,7,1,"victory","Aston Villa","Arsenal",0,1
"7","2013/2014","premier league",1,"Saturday","17","August","2013","3:00pm","Stadium of Light",NA,NA,NA,"Sunderland","Fulham",0,1,"NA","52",0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,52,48,0,3,NA,"23 90+3 85",0,0,NA,NA,14,14,"0","0",21,5,3,1,18,4,0,0,6,1,0,0,0,NA,0,NA,1,0,0,0,0,3,0,28,26,4,22,0,7,0,"victory","Fulham","Sunderland",0,1
"8","2013/2014","premier league",1,"Saturday","17","August","2013","3:00pm","Boleyn Ground",NA,NA,NA,"West Ham United","Cardiff City",2,0,"13 76","NA",0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,48,52,0,1,NA,"27",0,0,NA,NA,10,7,"0","0",18,12,4,1,14,11,0,0,4,3,0,0,0,NA,0,NA,2,0,0,0,0,1,0,17,30,5,25,0,7,0,"victory","West Ham United","Cardiff City",1,0
"9","2013/2014","premier league",1,"Sunday","18","August","2013","1:30pm","Selhurst Park",NA,NA,NA,"Crystal Palace","Tottenham Hotspur",0,1,"NA","50",0,1,NA,"50",0,1,NA,"50",0,0,NA,NA,NA,NA,NA,NA,41.8,58.2,1,0,"90",NA,0,0,NA,NA,9,8,"7","6",5,15,3,3,2,12,0,0,3,7,4,0,0,NA,0,NA,1,1,1,0,0,1,0,17,20,6,14,0,10,4,"victory","Tottenham Hotspur","Crystal Palace",0,1
"10","2013/2014","premier league",1,"Monday","19","August","2013","8:00pm","Etihad Stadium",NA,NA,NA,"Manchester City","Newcastle United",4,0,"6 22 50 75","NA",0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,63.5,36.5,2,3,"32 31","40 31 33",0,1,"45+3",NA,9,8,"6","9",17,3,11,1,6,2,0,0,8,1,3,2,0,NA,0,NA,4,0,0,0,0,5,1,17,20,12,8,0,9,5,"victory","Manchester City","Newcastle United",1,0
