"","season","league","matchweek","weekday","day","month","year","hour","stadium","attendance","referee","referee_var","home_team","away_team","home_team_score","away_team_score","home_team_score_time","away_team_score_time","home_team_penalty","away_team_penalty","home_team_penalty_time","away_team_penalty_time","home_team_penalty_scored","away_team_penalty_scored","home_team_penalty_scored_time","away_team_penalty_scored_time","home_team_penalty_missed","away_team_penalty_missed","home_team_penalty_missed_time","away_team_penalty_missed_time","home_team_own_goals","away_team_own_goals","home_team_own_goals_time","away_team_own_goals_time","home_team_possession","away_team_possession","home_team_yellow_card","away_team_yellow_card","home_team_yellow_card_time","away_team_yellow_card_time","home_team_red_card","away_team_red_card","home_team_red_card_time","away_team_red_card_time","home_team_fouls_committed","away_team_fouls_committed","home_team_fouls_won","away_team_fouls_won","home_team_shots","away_team_shots","home_team_shots_onTarget","away_team_shots_onTarget","home_team_shots_offTarget","away_team_shots_offTarget","home_team_shots_blocked","away_team_shots_blocked","home_team_corners","away_team_corners","home_team_offsides","away_team_offsides","home_team_ownGoals","home_team_ownGoals_time","away_team_ownGoals","away_team_ownGoals_time","total_score","total_penalty","total_penalty_scored","total_penalty_missed","total_ownGoals","total_yellow_card","total_red_card","total_fouls_committed","total_shots","total_shots_onTarget","total_shots_offTarget","total_shots_blocked","total_corner","total_offsides","match_final","team_won","team_lost","team_win_home","team_win_away"
"270","2012/2013","premier league",27,"Monday","25","February","2013","8:00pm","Upton Park",NA,NA,NA,"West Ham United","Tottenham Hotspur",2,3,"25 58","13 90 76",1,0,"25",NA,1,0,"25",NA,0,0,NA,NA,NA,NA,NA,NA,38.3,61.7,4,1,"82 71 62 60","7",0,0,NA,NA,12,8,"7","12",9,22,6,13,3,9,0,0,6,12,2,2,0,NA,0,NA,5,1,1,0,0,5,0,20,31,19,12,0,18,4,"victory","Tottenham Hotspur","West Ham United",0,1
"271","2012/2013","premier league",28,"Saturday","2","March","2013","3:00pm","Stamford Bridge",NA,NA,NA,"Chelsea","West Bromwich Albion",1,0,"28","NA",0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,52.9,47.1,1,2,"56","65 85",0,0,NA,NA,12,17,"15","12",15,7,9,3,6,4,0,0,9,7,2,1,0,NA,0,NA,1,0,0,0,0,3,0,29,22,12,10,0,16,3,"victory","Chelsea","West Bromwich Albion",1,0
"272","2012/2013","premier league",28,"Saturday","2","March","2013","3:00pm","Old Trafford",NA,NA,NA,"Manchester United","Norwich City",4,0,"45+1 76 87 90","NA",0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,65,35,0,4,NA,"82 69 45+3 73",0,0,NA,NA,5,14,"14","5",11,0,7,0,4,0,0,0,7,3,3,2,0,NA,0,NA,4,0,0,0,0,4,0,19,11,7,4,0,10,5,"victory","Manchester United","Norwich City",1,0
"273","2012/2013","premier league",28,"Saturday","2","March","2013","3:00pm","Bet365 Stadium",NA,NA,NA,"Stoke City","West Ham United",0,1,"NA","45+4",0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,52.1,47.9,1,2,"90+1","55 70",0,0,NA,NA,12,12,"12","12",8,7,2,3,6,4,0,0,4,2,2,3,0,NA,0,NA,1,0,0,0,0,3,0,24,15,5,10,0,6,5,"victory","West Ham United","Stoke City",0,1
"274","2012/2013","premier league",28,"Saturday","2","March","2013","3:00pm","The Liberty Stadium",NA,NA,NA,"Swansea City","Newcastle United",1,0,"85","NA",0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,63.1,36.9,0,2,NA,"37 34",0,0,NA,NA,9,17,"17","9",12,17,6,5,4,8,2,4,7,7,1,1,0,NA,0,NA,1,0,0,0,0,2,0,26,29,11,12,6,14,2,"victory","Swansea City","Newcastle United",1,0
"275","2012/2013","premier league",28,"Sunday","3","March","2013","4:00pm","White Hart Lane",NA,NA,NA,"Tottenham Hotspur","Arsenal",2,1,"37 39","51",0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,39.5,60.5,3,1,"90+7 29 19","30",0,0,NA,NA,21,13,"13","18",11,11,4,2,5,4,2,5,4,6,5,2,0,NA,0,NA,3,0,0,0,0,4,0,34,22,6,9,7,10,7,"victory","Tottenham Hotspur","Arsenal",1,0
"276","2012/2013","premier league",28,"Saturday","2","March","2013","3:00pm","Goodison Park",NA,NA,NA,"Everton","Reading",3,1,"42 59 66","84",0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,60,40,1,1,"44","2",0,0,NA,NA,8,8,"8","8",19,12,12,5,7,7,0,0,9,10,1,4,0,NA,0,NA,4,0,0,0,0,2,0,16,31,17,14,0,19,5,"victory","Everton","Reading",1,0
"277","2012/2013","premier league",28,"Saturday","2","March","2013","3:00pm","St. Mary's Stadium",NA,NA,NA,"Southampton","Queens Park Rangers",1,2,"45+1","14 77",0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,67,33,1,3,"45+4","45 24 17",0,0,NA,NA,7,16,"15","7",15,5,7,3,8,2,0,0,6,3,3,1,0,NA,0,NA,3,0,0,0,0,4,0,23,20,10,10,0,9,4,"victory","Queens Park Rangers","Southampton",0,1
"278","2012/2013","premier league",28,"Saturday","2","March","2013","3:00pm","Stadium of Light",NA,NA,NA,"Sunderland","Fulham",2,2,"37 70","16 35",1,1,"37","16",1,1,"37","16",0,0,NA,NA,NA,NA,NA,NA,49.5,50.5,1,3,"74","88 60 73",0,0,NA,NA,9,14,"14","9",13,8,5,5,8,3,0,0,7,3,3,1,0,NA,0,NA,4,2,2,0,0,4,0,23,21,10,11,0,10,4,"draw",NA,NA,NA,NA
"279","2012/2013","premier league",28,"Saturday","2","March","2013","5:30pm","DW Stadium",NA,NA,NA,"Wigan Athletic","Liverpool",0,4,"NA","2 18 34 49",0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,52.1,47.9,2,2,"35 59","45+3 44",0,0,NA,NA,12,15,"15","12",11,7,6,6,5,1,0,0,5,3,0,4,0,NA,0,NA,4,0,0,0,0,4,0,27,18,12,6,0,8,4,"victory","Liverpool","Wigan Athletic",0,1
