"season","league","matchweek","weekday","day","month","year","hour","stadium","attendance","referee","referee_var","home_team","away_team","home_team_score","away_team_score","home_team_score_time","away_team_score_time","home_team_penalty","away_team_penalty","home_team_penalty_time","away_team_penalty_time","home_team_penalty_scored","away_team_penalty_scored","home_team_penalty_scored_time","away_team_penalty_scored_time","home_team_penalty_missed","away_team_penalty_missed","home_team_penalty_missed_time","away_team_penalty_missed_time","home_team_own_goals","away_team_own_goals","home_team_own_goals_time","away_team_own_goals_time","home_team_possession","away_team_possession","home_team_yellow_card","away_team_yellow_card","home_team_yellow_card_time","away_team_yellow_card_time","home_team_red_card","away_team_red_card","home_team_red_card_time","away_team_red_card_time","home_team_fouls_committed","away_team_fouls_committed","home_team_fouls_won","away_team_fouls_won","home_team_shots","away_team_shots","home_team_shots_onTarget","away_team_shots_onTarget","home_team_shots_offTarget","away_team_shots_offTarget","home_team_shots_blocked","away_team_shots_blocked","home_team_corners","away_team_corners","home_team_offsides","away_team_offsides","home_team_ownGoals","home_team_ownGoals_time","away_team_ownGoals","away_team_ownGoals_time","home_team_goal","total_score","total_penalty","total_penalty_scored","total_penalty_missed","total_ownGoals","total_yellow_card","total_red_card","total_fouls_committed","total_shots","total_shots_onTarget","total_shots_offTarget","total_shots_blocked","total_corner","total_offsides","match_final","team_won","team_lost","team_win_home","team_win_away"
"2012-13","serie A",30,NA,"30","03","2013","15:00","Giuseppe Meazza",NA,"Nicola Rizzoli",NA,"Inter","Juventus",1,2,"54","3 60",0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,2,2,"16, 47","68, 89",1,0,NA,NA,18,11,NA,NA,12,10,6,5,6,5,3,5,11,3,1,3,0,NA,0,NA,NA,3,0,0,0,0,4,1,29,22,11,11,8,14,4,"victory","Juventus","Inter",0,1
"2012-13","serie A",30,NA,"30","03","2013","15:00","Olimpico",NA,"Davide Massa",NA,"Lazio","Catania",2,1,"79 81","50",1,0,"81",NA,1,0,"81",NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,2,2,"77, 90+3","17, 90+3",0,0,NA,NA,10,18,NA,NA,12,4,7,1,5,3,0,5,16,5,3,2,1,"79",0,NA,NA,3,1,1,0,1,4,0,28,16,8,8,5,21,5,"victory","Lazio","Catania",1,0
"2012-13","serie A",30,NA,"30","03","2013","15:00","Renzo Barbera",NA,"Gianpaolo Calvarese",NA,"Palermo","Roma",2,0,"21 35",NA,0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,3,2,"9, 51, 77","53, 62",0,0,NA,NA,14,10,NA,NA,13,19,7,9,6,10,9,6,6,6,4,0,0,NA,0,NA,NA,2,0,0,0,0,5,0,24,32,16,16,15,12,4,"victory","Palermo","Roma",1,0
"2012-13","serie A",30,NA,"30","03","2013","15:00","Ennio Tardini",NA,"Marco Di Bello",NA,"Parma","Pescara",3,0,"18 52 65",NA,0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,1,1,"35","79",0,0,NA,NA,14,11,NA,NA,17,6,9,2,8,4,2,5,9,1,1,6,0,NA,0,NA,NA,3,0,0,0,0,2,0,25,23,11,12,7,10,7,"victory","Parma","Pescara",1,0
"2012-13","serie A",30,NA,"30","03","2013","15:00","Dacia Arena",NA,"Piero Giacomelli",NA,"Udinese","Bologna",0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,1,6,"87","25, 27, 41, 41, 73, 85",0,0,NA,NA,18,20,NA,NA,12,6,6,1,6,5,1,4,6,2,5,2,0,NA,0,NA,NA,0,0,0,0,0,7,0,38,18,7,11,5,8,7,"draw",NA,NA,NA,NA
"2012-13","serie A",30,NA,"30","03","2013","18:30","Marcantonio Bentegodi",NA,"Domenico Celi",NA,"Chievoverona","Milan",0,1,NA,"25",0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,5,1,"27, 33, 50, 62, 70","17",0,0,NA,NA,18,11,NA,NA,5,13,2,9,3,4,8,2,4,4,2,3,0,NA,0,NA,NA,1,0,0,0,0,6,0,29,18,11,7,10,8,5,"victory","Milan","Chievoverona",0,1
"2012-13","serie A",30,NA,"30","03","2013","21:00","Olimpico",NA,"Antonio Danilo Giannoccaro",NA,"Torino","Napoli",3,5,"30 74 78","10 47 80 84 90",1,0,"74",NA,1,0,"74",NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,4,0,"38, 43, 53, 90+3",NA,0,0,NA,NA,16,13,NA,NA,7,13,4,8,3,5,3,1,10,8,1,4,0,NA,0,NA,NA,8,1,1,0,0,4,0,29,20,12,8,4,18,5,"victory","Napoli","Torino",0,1
"2012-13","serie A",31,NA,"06","04","2013","18:00","Allianz Stadium",NA,"Sebastiano Peruzzo",NA,"Juventus","Pescara",2,1,"73 78","82",1,0,"73",NA,1,0,"73",NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,2,2,"50, 73","67, 88",0,1,"72",NA,8,15,NA,NA,27,3,14,2,13,1,1,11,6,2,2,0,0,NA,0,NA,NA,3,1,1,0,0,4,1,23,30,16,14,12,8,2,"victory","Juventus","Pescara",1,0
"2012-13","serie A",31,NA,"06","04","2013","20:45","Renato Dall'ara",NA,"Andrea De Marco",NA,"Bologna","Torino",2,2,"65 86","25 90+4",0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,2,1,"35, 45","41",0,0,NA,NA,15,12,NA,NA,14,16,5,8,9,8,6,3,10,7,1,0,0,NA,0,NA,NA,4,0,0,0,0,3,0,27,30,13,17,9,17,1,"draw",NA,NA,NA,NA
"2012-13","serie A",31,NA,"07","04","2013","12:30","Artemio Franchi",NA,"Paolo Tagliavento",NA,"Fiorentina","Milan",2,2,"66 73","14 62",2,0,"66, 73",NA,2,0,"66, 73",NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,3,4,"44, 67, 81","35, 45, 65, 70",1,0,NA,NA,18,11,NA,NA,7,12,6,8,1,4,6,4,2,3,0,3,0,NA,0,NA,NA,4,2,2,0,0,7,1,29,19,14,5,10,5,3,"draw",NA,NA,NA,NA
"2012-13","serie A",31,NA,"07","04","2013","15:00","Angelo Massimino",NA,"Paolo Valeri",NA,"Catania","Cagliari",0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,1,5,"68","56, 59, 67, 75, 90",0,0,NA,NA,16,19,NA,NA,13,9,4,0,9,9,0,4,6,4,3,7,0,NA,0,NA,NA,0,0,0,0,0,6,0,35,22,4,18,4,10,10,"draw",NA,NA,NA,NA
"2012-13","serie A",31,NA,"07","04","2013","15:00","Artemio Franchi",NA,"Mauro Bergonzi",NA,"Robur Siena","Parma",0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,2,3,"60, 70","12, 33, 49",0,0,NA,NA,15,14,NA,NA,8,11,0,4,8,7,4,0,5,5,3,2,0,NA,0,NA,NA,0,0,0,0,0,5,0,29,19,4,15,4,10,5,"draw",NA,NA,NA,NA
"2012-13","serie A",31,NA,"07","04","2013","15:00","Luigi Ferraris",NA,"Marco Guida",NA,"Sampdoria","Palermo",1,3,"43","35 51 57",0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,2,1,"80, 84","45",0,0,NA,NA,15,16,NA,NA,7,11,3,5,4,6,2,2,3,4,0,2,0,NA,0,NA,NA,4,0,0,0,0,3,0,31,18,8,10,4,7,2,"victory","Palermo","Sampdoria",0,1
"2012-13","serie A",31,NA,"07","04","2013","15:00","Dacia Arena",NA,"Antonio Damato",NA,"Udinese","Chievoverona",3,1,"20 25 85","35",0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,3,6,"21, 62, 62","31, 45, 70, 75, 79, 83",0,0,NA,NA,14,22,NA,NA,13,5,10,5,3,0,3,7,5,4,5,2,0,NA,0,NA,NA,4,0,0,0,0,9,0,36,18,15,3,10,9,7,"victory","Udinese","Chievoverona",1,0
"2012-13","serie A",31,NA,"07","04","2013","20:45","Giuseppe Meazza",NA,"Andrea Gervasoni",NA,"Inter","Atalanta",3,4,"43 57 61","56 65 71 77",0,1,NA,"65",0,1,NA,"65",0,0,NA,NA,NA,NA,NA,NA,NA,NA,1,2,"5","85, 88",0,1,"90+1",NA,11,11,NA,NA,16,12,6,6,10,6,2,3,10,3,0,2,0,NA,0,NA,NA,7,1,1,0,0,3,1,22,28,12,16,5,13,2,"victory","Atalanta","Inter",0,1
"2012-13","serie A",31,NA,"07","04","2013","20:45","San Paolo",NA,"Luca Banti",NA,"Napoli","Genoa",2,0,"18 29",NA,0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,1,3,"37","64, 73, 80",0,0,NA,NA,12,7,NA,NA,17,13,9,6,8,7,6,7,6,5,2,1,0,NA,0,NA,NA,2,0,0,0,0,4,0,19,30,15,15,13,11,3,"victory","Napoli","Genoa",1,0
"2012-13","serie A",31,NA,"08","04","2013","20:45","Olimpico",NA,"Paolo Silvio Mazzoleni",NA,"Roma","Lazio",1,1,"56","16",1,0,"56",NA,1,0,"56",NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,4,4,"43, 59, 81, 90+2","31, 52, 59, 63",0,0,NA,NA,16,17,NA,NA,10,12,6,5,4,7,4,5,4,7,0,2,0,NA,0,NA,NA,2,1,1,0,0,8,0,33,22,11,11,9,11,2,"draw",NA,NA,NA,NA
"2012-13","serie A",32,NA,"13","04","2013","18:00","Adriatico",NA,"Nicola Rizzoli",NA,"Pescara","Robur Siena",2,3,"52 59","14 33 86",0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,2,3,"58, 60","58, 71, 84",0,0,NA,NA,9,9,NA,NA,18,19,12,10,6,9,6,9,8,9,2,2,0,NA,1,"33",NA,5,0,0,0,1,5,0,18,37,22,15,15,17,4,"victory","Robur Siena","Pescara",0,1
"2012-13","serie A",32,NA,"13","04","2013","20:45","Gewiss Stadium",NA,"Carmine Russo",NA,"Atalanta","Fiorentina",0,2,NA,"61 72",0,1,NA,"61",0,1,NA,"61",0,0,NA,NA,NA,NA,NA,NA,NA,NA,3,3,"60, 75, 77","25, 63, 78",1,0,NA,NA,20,14,NA,NA,6,12,4,6,2,6,5,4,5,1,1,0,0,NA,0,NA,NA,2,1,1,0,0,6,1,34,18,10,8,9,6,1,"victory","Fiorentina","Atalanta",0,1
"2012-13","serie A",32,NA,"14","04","2013","12:30","Renzo Barbera",NA,"Daniele Doveri",NA,"Palermo","Bologna",1,1,"5","18",0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,4,4,"26, 30, 90+2, 90+5","29, 49, 62, 90+5",0,0,NA,NA,17,13,NA,NA,10,6,7,3,3,3,2,5,8,5,1,0,0,NA,0,NA,NA,2,0,0,0,0,8,0,30,16,10,6,7,13,1,"draw",NA,NA,NA,NA
"2012-13","serie A",32,NA,"14","04","2013","15:00","Is Arenas",NA,"Domenico Celi",NA,"Cagliari","Inter",2,0,"63 77",NA,1,0,"63",NA,1,0,"63",NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,3,3,"32, 72, 79","9, 45+1, 62",0,0,NA,NA,11,15,NA,NA,8,14,5,6,3,8,5,2,2,10,2,2,0,NA,0,NA,NA,2,1,1,0,0,6,0,26,22,11,11,7,12,4,"victory","Cagliari","Inter",1,0
"2012-13","serie A",32,NA,"14","04","2013","15:00","Marcantonio Bentegodi",NA,"Piero Giacomelli",NA,"Chievoverona","Catania",0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,1,2,"72","23, 81",0,0,NA,NA,11,20,NA,NA,7,6,3,2,4,4,2,3,8,2,4,2,0,NA,0,NA,NA,0,0,0,0,0,3,0,31,13,5,8,5,10,6,"draw",NA,NA,NA,NA
"2012-13","serie A",32,NA,"14","04","2013","15:00","Luigi Ferraris",NA,"Daniele Orsato",NA,"Genoa","Sampdoria",1,1,"80","28",0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,5,4,"12, 57, 58, 86, 90+3","26, 57, 75, 87",0,0,NA,NA,22,14,NA,NA,8,2,2,1,6,1,0,1,6,2,4,2,0,NA,0,NA,NA,2,0,0,0,0,9,0,36,10,3,7,1,8,6,"draw",NA,NA,NA,NA
"2012-13","serie A",32,NA,"14","04","2013","15:00","Ennio Tardini",NA,"Filippo Merchiori",NA,"Parma","Udinese",0,3,NA,"12 43 62",0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,1,1,"28","37",0,0,NA,NA,21,13,NA,NA,12,11,4,6,8,5,3,4,9,1,1,4,0,NA,0,NA,NA,3,0,0,0,0,2,0,34,23,10,13,7,10,5,"victory","Udinese","Parma",0,1
"2012-13","serie A",32,NA,"14","04","2013","15:00","Olimpico",NA,"Andrea Romeo",NA,"Torino","Roma",1,2,"31","22 60",0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,3,3,"31, 35, 77","27, 37, 83",0,0,NA,NA,8,14,NA,NA,13,9,6,4,7,5,2,3,8,5,6,2,0,NA,0,NA,NA,3,0,0,0,0,6,0,22,22,10,12,5,13,8,"victory","Roma","Torino",0,1
"2012-13","serie A",32,NA,"14","04","2013","20:45","Giuseppe Meazza",NA,"Gianluca Rocchi",NA,"Milan","Napoli",1,1,"30","33",0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,2,5,"84, 90","64, 72, 75, 87, 89",1,0,NA,NA,18,15,NA,NA,13,8,5,3,8,5,2,4,4,6,0,3,0,NA,0,NA,NA,2,0,0,0,0,7,1,33,21,8,13,6,10,3,"draw",NA,NA,NA,NA
"2012-13","serie A",32,NA,"15","04","2013","20:45","Olimpico",NA,"Antonio Danilo Giannoccaro",NA,"Lazio","Juventus",0,2,NA,"8 28",0,1,NA,"8",0,1,NA,"8",0,0,NA,NA,NA,NA,NA,NA,NA,NA,2,2,"11, 53","14, 41",0,0,NA,NA,18,11,NA,NA,16,11,3,5,13,6,3,3,9,3,1,0,0,NA,0,NA,NA,2,1,1,0,0,4,0,29,27,8,19,6,12,1,"victory","Juventus","Lazio",0,1
"2012-13","serie A",33,NA,"20","04","2013","18:00","Luigi Ferraris",NA,"Antonio Danilo Giannoccaro",NA,"Genoa","Atalanta",1,1,"6","8",0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,4,5,"15, 24, 80, 83","18, 25, 46, 64, 69",0,0,NA,NA,15,21,NA,NA,15,3,4,2,11,1,1,3,6,2,1,2,0,NA,0,NA,NA,2,0,0,0,0,9,0,36,18,6,12,4,8,3,"draw",NA,NA,NA,NA
"2012-13","serie A",33,NA,"20","04","2013","20:45","Dacia Arena",NA,"Marco Guida",NA,"Udinese","Lazio",1,0,"19",NA,0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,2,3,"54, 69","55, 70, 82",0,0,NA,NA,14,13,NA,NA,8,4,3,2,5,2,2,2,6,2,2,1,0,NA,0,NA,NA,1,0,0,0,0,5,0,27,12,5,7,4,8,3,"victory","Udinese","Lazio",1,0
"2012-13","serie A",33,NA,"21","04","2013","12:30","Giuseppe Meazza",NA,"Antonio Damato",NA,"Inter","Parma",1,0,"82",NA,0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,1,2,"49","50, 77",0,0,NA,NA,8,13,NA,NA,6,10,2,5,4,5,4,1,4,7,4,2,0,NA,0,NA,NA,1,0,0,0,0,3,0,21,16,7,9,5,11,6,"victory","Inter","Parma",1,0
"2012-13","serie A",33,NA,"21","04","2013","15:00","Renato Dall'ara",NA,"Sebastiano Peruzzo",NA,"Bologna","Sampdoria",1,1,"24","59",0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,2,5,"13, 83","45+2, 63, 74, 82, 85",0,0,NA,NA,26,23,NA,NA,12,13,6,9,6,4,8,5,6,5,0,0,0,NA,0,NA,NA,2,0,0,0,0,7,0,49,25,15,10,13,11,0,"draw",NA,NA,NA,NA
"2012-13","serie A",33,NA,"21","04","2013","15:00","Angelo Massimino",NA,"Paolo Silvio Mazzoleni",NA,"Catania","Palermo",1,1,"69","90+5",0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,2,3,"75, 90+4","1, 16, 56",1,0,NA,NA,16,17,NA,NA,17,8,7,4,10,4,3,6,7,5,3,3,0,NA,0,NA,NA,2,0,0,0,0,5,1,33,25,11,14,9,12,6,"draw",NA,NA,NA,NA
"2012-13","serie A",33,NA,"21","04","2013","15:00","Artemio Franchi",NA,"Gianpaolo Calvarese",NA,"Fiorentina","Torino",4,3,"8 16 33 86","45 56 77",0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,1,3,"50","32, 82, 83",0,0,NA,NA,10,11,NA,NA,14,7,6,4,8,3,1,2,3,7,1,3,0,NA,0,NA,NA,7,0,0,0,0,4,0,21,21,10,11,3,10,4,"victory","Fiorentina","Torino",1,0
"2012-13","serie A",33,NA,"21","04","2013","15:00","San Paolo",NA,"Andrea De Marco",NA,"Napoli","Cagliari",3,2,"48 64 90+4","18 71",0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,3,5,"23, 45+1, 90+6","42, 57, 64, 74, 90+6",0,0,NA,NA,11,16,NA,NA,15,9,8,3,7,6,1,6,10,2,0,0,1,"48",0,NA,NA,5,0,0,0,1,8,0,27,24,11,13,7,12,0,"victory","Napoli","Cagliari",1,0
"2012-13","serie A",33,NA,"21","04","2013","15:00","Artemio Franchi",NA,"Paolo Valeri",NA,"Robur Siena","Chievoverona",0,1,NA,"44",0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,5,6,"34, 45, 45+1, 72, 84","32, 60, 65, 89, 90+3, 90+4",0,0,NA,NA,13,17,NA,NA,13,7,4,5,9,2,4,4,15,4,4,3,0,NA,0,NA,NA,1,0,0,0,0,11,0,30,20,9,11,8,19,7,"victory","Chievoverona","Robur Siena",0,1
"2012-13","serie A",33,NA,"21","04","2013","15:00","Olimpico",NA,"Davide Massa",NA,"Roma","Pescara",1,1,"51","14",0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,2,1,"48, 48","57",0,0,NA,NA,14,13,NA,NA,15,12,6,5,9,7,4,5,18,1,4,4,0,NA,0,NA,NA,2,0,0,0,0,3,0,27,27,11,16,9,19,8,"draw",NA,NA,NA,NA
"2012-13","serie A",33,NA,"21","04","2013","20:45","Allianz Stadium",NA,"Luca Banti",NA,"Juventus","Milan",1,0,"57",NA,1,0,"57",NA,1,0,"57",NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,3,NA,"66, 66, 71",0,0,NA,NA,7,20,NA,NA,14,11,7,6,7,5,6,4,7,2,1,2,0,NA,0,NA,NA,1,1,1,0,0,3,0,27,25,13,12,10,9,3,"victory","Juventus","Milan",1,0
"2012-13","serie A",34,NA,"27","04","2013","18:00","Gewiss Stadium",NA,"Claudio Gavillucci",NA,"Atalanta","Bologna",1,1,"68","76",0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,1,2,"61","15, 84",0,0,NA,NA,19,18,NA,NA,13,9,9,4,4,5,3,8,9,4,4,5,0,NA,0,NA,NA,2,0,0,0,0,3,0,37,22,13,9,11,13,9,"draw",NA,NA,NA,NA
"2012-13","serie A",34,NA,"27","04","2013","18:00","Is Arenas",NA,"Gianluca Rocchi",NA,"Cagliari","Udinese",0,1,NA,"56",0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,5,3,"32, 59, 67, 75, 82","27, 50, 88",1,0,NA,NA,24,13,NA,NA,7,7,0,4,7,3,2,0,4,2,0,5,0,NA,0,NA,NA,1,0,0,0,0,8,1,37,14,4,10,2,6,5,"victory","Udinese","Cagliari",0,1
"2012-13","serie A",34,NA,"27","04","2013","20:45","Adriatico",NA,"Andrea Romeo",NA,"Pescara","Napoli",0,3,NA,"46 58 81",0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,3,1,"25, 53, 88","30",0,0,NA,NA,12,8,NA,NA,7,20,3,10,4,10,7,3,4,6,1,5,0,NA,0,NA,NA,3,0,0,0,0,4,0,20,27,13,14,10,10,6,"victory","Napoli","Pescara",0,1
"2012-13","serie A",34,NA,"28","04","2013","15:00","Marcantonio Bentegodi",NA,"Daniele Doveri",NA,"Chievoverona","Genoa",0,1,NA,"74",0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,4,1,"60, 62, 76, 85","68",0,0,NA,NA,14,16,NA,NA,6,8,1,3,5,5,2,1,6,8,4,0,0,NA,0,NA,NA,1,0,0,0,0,5,0,30,14,4,10,3,14,4,"victory","Genoa","Chievoverona",0,1
"2012-13","serie A",34,NA,"28","04","2013","15:00","Renzo Barbera",NA,"Daniele Orsato",NA,"Palermo","Inter",1,0,"10",NA,0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,4,3,"10, 57, 58, 89","45+1, 51, 86",0,0,NA,NA,6,10,NA,NA,10,14,9,4,1,10,4,8,3,7,3,0,0,NA,0,NA,NA,1,0,0,0,0,7,0,16,24,13,11,12,10,3,"victory","Palermo","Inter",1,0
"2012-13","serie A",34,NA,"28","04","2013","15:00","Ennio Tardini",NA,"Gianpaolo Calvarese",NA,"Parma","Lazio",0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,5,2,"16, 66, 69, 85, 90+5","31, 51",0,0,NA,NA,13,15,NA,NA,7,12,3,4,4,8,3,3,5,8,0,5,0,NA,0,NA,NA,0,0,0,0,0,7,0,28,19,7,12,6,13,5,"draw",NA,NA,NA,NA
"2012-13","serie A",34,NA,"28","04","2013","15:00","Olimpico",NA,"Carmine Russo",NA,"Roma","Robur Siena",4,0,"14 16 41 67",NA,0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,1,1,"39","60",0,0,NA,NA,7,8,NA,NA,14,14,7,3,7,11,3,2,3,5,3,0,0,NA,0,NA,NA,4,0,0,0,0,2,0,15,28,10,18,5,8,3,"victory","Roma","Robur Siena",1,0
"2012-13","serie A",34,NA,"28","04","2013","15:00","Luigi Ferraris",NA,"Nicola Rizzoli",NA,"Sampdoria","Fiorentina",0,3,NA,"36 41 73",0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,2,3,"40, 86","32, 53, 87",1,0,NA,NA,9,10,NA,NA,7,12,2,6,5,6,3,2,2,8,0,0,0,NA,0,NA,NA,3,0,0,0,0,5,1,19,19,8,11,5,10,0,"victory","Fiorentina","Sampdoria",0,1
"2012-13","serie A",34,NA,"28","04","2013","15:00","Olimpico",NA,"Mauro Bergonzi",NA,"Torino","Juventus",0,2,NA,"86 90+2",0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,3,1,"45, 57, 78","44",0,0,NA,NA,24,10,NA,NA,3,10,2,5,1,5,3,2,2,4,1,3,0,NA,0,NA,NA,2,0,0,0,0,4,0,34,13,7,6,5,6,4,"victory","Juventus","Torino",0,1
"2012-13","serie A",34,NA,"28","04","2013","20:45","Giuseppe Meazza",NA,"Davide Massa",NA,"Milan","Catania",4,2,"45 74 77 90+2","30 65",1,0,"90+2",NA,1,0,"90+2",NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,3,4,"9, 72, 78","26, 41, 78, 86",0,0,NA,NA,8,25,NA,NA,25,6,16,3,9,3,1,11,13,1,1,0,0,NA,0,NA,NA,6,1,1,0,0,7,0,33,31,19,12,12,14,1,"victory","Milan","Catania",1,0
"2012-13","serie A",35,NA,"04","05","2013","18:00","Marcantonio Bentegodi",NA,"Riccardo Pinzani",NA,"Chievoverona","Cagliari",0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,2,2,"41, 63","33, 90+3",0,0,NA,NA,21,18,NA,NA,6,6,1,1,5,5,1,1,7,2,4,1,0,NA,0,NA,NA,0,0,0,0,0,4,0,39,12,2,10,2,9,5,"draw",NA,NA,NA,NA
"2012-13","serie A",35,NA,"04","05","2013","20:45","Artemio Franchi",NA,"Paolo Silvio Mazzoleni",NA,"Fiorentina","Roma",0,1,NA,"90+2",0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,2,3,"65, 79","61, 64, 90+3",0,0,NA,NA,13,20,NA,NA,21,5,7,3,14,2,2,5,12,2,1,1,0,NA,0,NA,NA,1,0,0,0,0,5,0,33,26,10,16,7,14,2,"victory","Roma","Fiorentina",0,1
"2012-13","serie A",35,NA,"05","05","2013","12:30","Dacia Arena",NA,"Paolo Tagliavento",NA,"Udinese","Sampdoria",3,1,"29 52 87","34",0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,5,2,"23, 42, 59, 74, 86","26, 84",0,0,NA,NA,15,18,NA,NA,10,12,5,6,5,6,4,2,0,5,8,0,0,NA,0,NA,NA,4,0,0,0,0,7,0,33,22,11,11,6,5,8,"victory","Udinese","Sampdoria",1,0
"2012-13","serie A",35,NA,"05","05","2013","15:00","Angelo Massimino",NA,"Luca Banti",NA,"Catania","Robur Siena",3,0,"14 52 71",NA,0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,1,1,"54","82",0,1,"42",NA,11,11,NA,NA,9,9,6,3,3,6,3,3,2,5,1,1,0,NA,0,NA,NA,3,0,0,0,0,2,1,22,18,9,9,6,7,2,"victory","Catania","Robur Siena",1,0
"2012-13","serie A",35,NA,"05","05","2013","15:00","Luigi Ferraris",NA,"Andrea Gervasoni",NA,"Genoa","Pescara",4,1,"19 30 54 70","35",0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,1,NA,"70",0,0,NA,NA,10,6,NA,NA,14,5,6,1,8,4,0,2,8,3,2,0,0,NA,0,NA,NA,5,0,0,0,0,1,0,16,19,7,12,2,11,2,"victory","Genoa","Pescara",1,0
"2012-13","serie A",35,NA,"05","05","2013","15:00","Allianz Stadium",NA,"Andrea Romeo",NA,"Juventus","Palermo",1,0,"59",NA,1,0,"59",NA,1,0,"59",NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,2,0,"42, 60",NA,1,0,NA,NA,10,4,NA,NA,12,5,5,2,7,3,1,3,7,4,5,2,0,NA,0,NA,NA,1,1,1,0,0,2,1,14,17,7,10,4,11,7,"victory","Juventus","Palermo",1,0
