"season","league","matchweek","weekday","day","month","year","hour","stadium","attendance","referee","referee_var","home_team","away_team","home_team_score","away_team_score","home_team_score_time","away_team_score_time","home_team_penalty","away_team_penalty","home_team_penalty_time","away_team_penalty_time","home_team_penalty_scored","away_team_penalty_scored","home_team_penalty_scored_time","away_team_penalty_scored_time","home_team_penalty_missed","away_team_penalty_missed","home_team_penalty_missed_time","away_team_penalty_missed_time","home_team_own_goals","away_team_own_goals","home_team_own_goals_time","away_team_own_goals_time","home_team_possession","away_team_possession","home_team_yellow_card","away_team_yellow_card","home_team_yellow_card_time","away_team_yellow_card_time","home_team_red_card","away_team_red_card","home_team_red_card_time","away_team_red_card_time","home_team_fouls_committed","away_team_fouls_committed","home_team_fouls_won","away_team_fouls_won","home_team_shots","away_team_shots","home_team_shots_onTarget","away_team_shots_onTarget","home_team_shots_offTarget","away_team_shots_offTarget","home_team_shots_blocked","away_team_shots_blocked","home_team_corners","away_team_corners","home_team_offsides","away_team_offsides","home_team_ownGoals","home_team_ownGoals_time","away_team_ownGoals","away_team_ownGoals_time","total_score","total_penalty","total_penalty_scored","total_penalty_missed","total_ownGoals","total_yellow_card","total_red_card","total_fouls_committed","total_shots","total_shots_onTarget","total_shots_offTarget","total_shots_blocked","total_corner","total_offsides","match_final","team_won","team_lost","team_win_home","team_win_away"
"2008-09","serie A",1,NA,"30","08","2008","18:00","Dacia Arena",NA,"Luca Banti",NA,"Udinese","Palermo",3,1,"9 34 70","69",0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,2,3,"58, 68","13, 21, 83",0,0,NA,NA,19,17,NA,NA,21,11,7,4,14,7,3,4,10,4,2,1,0,NA,0,NA,4,0,0,0,0,5,0,36,32,11,21,7,14,3,"victory","Udinese","Palermo",1,0
"2008-09","serie A",1,NA,"30","08","2008","20:30","Luigi Ferraris",NA,"Roberto Rosetti",NA,"Sampdoria","Inter",1,1,"68","33",0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,2,2,"59, 76","16, 52",0,0,NA,NA,21,20,NA,NA,3,6,2,2,1,4,1,1,9,8,1,1,0,NA,0,NA,2,0,0,0,0,4,0,41,9,4,5,2,17,2,"draw",NA,NA,NA,NA
"2008-09","serie A",1,NA,"31","08","2008","15:00","Gewiss Stadium",NA,"Carmine Russo",NA,"Atalanta","Robur Siena",1,0,"15",NA,0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,1,2,"84","20, 83",0,0,NA,NA,20,23,NA,NA,5,4,2,1,3,3,1,1,3,6,0,4,0,NA,0,NA,1,0,0,0,0,3,0,43,9,3,6,2,9,4,"victory","Atalanta","Robur Siena",1,0
"2008-09","serie A",1,NA,"31","08","2008","15:00","Sant'elia",NA,"Mauro Bergonzi",NA,"Cagliari","Lazio",1,4,"31","62 71 75 84",0,1,NA,"62",0,1,NA,"62",0,0,NA,NA,NA,NA,NA,NA,NA,NA,4,1,"27, 32, 57, 90+1","30",1,0,NA,NA,11,15,NA,NA,15,12,5,8,10,4,4,3,8,3,1,2,0,NA,0,NA,5,1,1,0,0,5,1,26,27,13,14,7,11,3,"victory","Lazio","Cagliari",0,1
"2008-09","serie A",1,NA,"31","08","2008","15:00","Angelo Massimino",NA,"Oscar Girardi",NA,"Catania","Genoa",1,0,"61",NA,0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,5,3,"9, 25, 42, 62, 90+1","4, 54, 64",0,0,NA,NA,23,30,NA,NA,7,7,6,3,1,4,3,5,3,8,4,0,0,NA,0,NA,1,0,0,0,0,8,0,53,14,9,5,8,11,4,"victory","Catania","Genoa",1,0
"2008-09","serie A",1,NA,"31","08","2008","15:00","Marcantonio Bentegodi",NA,"Domenico Celi",NA,"Chievoverona","Reggina",2,1,"75 88","72",1,1,"75","72",1,1,"75","72",0,0,NA,NA,NA,NA,NA,NA,NA,NA,4,1,"44, 71, 90+4, 90+5","48",1,0,NA,NA,11,14,NA,NA,10,6,6,3,4,3,2,4,4,8,4,4,0,NA,0,NA,3,2,2,0,0,5,1,25,16,9,7,6,12,8,"victory","Chievoverona","Reggina",1,0
"2008-09","serie A",1,NA,"31","08","2008","15:00","Giuseppe Meazza",NA,"Daniele Orsato",NA,"Milan","Bologna",1,2,"41","18 78",0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,1,3,"80","43, 49, 90+1",0,0,NA,NA,18,10,NA,NA,20,9,10,3,10,6,1,10,3,1,2,1,0,NA,0,NA,3,0,0,0,0,4,0,28,29,13,16,11,4,3,"victory","Bologna","Milan",0,1
"2008-09","serie A",1,NA,"31","08","2008","15:00","Olimpico",NA,"Nicola Rizzoli",NA,"Roma","Napoli",1,1,"29","55",0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,2,2,"41, 57","39, 49",0,0,NA,NA,15,21,NA,NA,10,11,7,6,3,5,5,6,6,8,3,0,0,NA,0,NA,2,0,0,0,0,4,0,36,21,13,8,11,14,3,"draw",NA,NA,NA,NA
"2008-09","serie A",1,NA,"31","08","2008","15:00","Olimpico",NA,"Andrea Gervasoni",NA,"Torino","Lecce",3,0,"29 33 75",NA,1,0,"29",NA,1,0,"29",NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,1,2,"38","29, 54",0,0,NA,NA,9,16,NA,NA,11,14,7,6,4,8,4,4,6,6,2,3,0,NA,0,NA,3,1,1,0,0,3,0,25,25,13,12,8,12,5,"victory","Torino","Lecce",1,0
"2008-09","serie A",1,NA,"31","08","2008","20:30","Artemio Franchi",NA,"Emidio Morganti",NA,"Fiorentina","Juventus",1,1,"89","39",0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,1,3,"33","23, 28, 64",0,0,NA,NA,17,24,NA,NA,4,6,2,3,2,3,2,1,3,3,4,4,0,NA,0,NA,2,0,0,0,0,4,0,41,10,5,5,3,6,8,"draw",NA,NA,NA,NA
