"season","league","matchweek","weekday","day","month","year","hour","stadium","attendance","referee","referee_var","home_team","away_team","home_team_score","away_team_score","home_team_score_time","away_team_score_time","home_team_penalty","away_team_penalty","home_team_penalty_time","away_team_penalty_time","home_team_penalty_scored","away_team_penalty_scored","home_team_penalty_scored_time","away_team_penalty_scored_time","home_team_penalty_missed","away_team_penalty_missed","home_team_penalty_missed_time","away_team_penalty_missed_time","home_team_own_goals","away_team_own_goals","home_team_own_goals_time","away_team_own_goals_time","home_team_possession","away_team_possession","home_team_yellow_card","away_team_yellow_card","home_team_yellow_card_time","away_team_yellow_card_time","home_team_red_card","away_team_red_card","home_team_red_card_time","away_team_red_card_time","home_team_fouls_committed","away_team_fouls_committed","home_team_fouls_won","away_team_fouls_won","home_team_shots","away_team_shots","home_team_shots_onTarget","away_team_shots_onTarget","home_team_shots_offTarget","away_team_shots_offTarget","home_team_shots_blocked","away_team_shots_blocked","home_team_corners","away_team_corners","home_team_offsides","away_team_offsides","home_team_ownGoals","home_team_ownGoals_time","away_team_ownGoals","away_team_ownGoals_time","total_score","total_penalty","total_penalty_scored","total_penalty_missed","total_ownGoals","total_yellow_card","total_red_card","total_fouls_committed","total_shots","total_shots_onTarget","total_shots_offTarget","total_shots_blocked","total_corner","total_offsides","match_final","team_won","team_lost","team_win_home","team_win_away"
"2005/2006","serie A",16,NA,"18","12","2005","15:00","Marcantonio Bentegodi",NA,"Luca Banti",NA,"Chievoverona","Udinese",2,0,"34 65",NA,1,0,"65",NA,1,0,"65",NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,2,3,"15, 69","10, 18, 67",0,0,NA,NA,19,20,NA,NA,11,8,4,2,7,6,2,2,7,3,8,0,0,NA,0,NA,2,1,1,0,0,5,0,39,19,6,13,4,10,8,"victory","Chievoverona","Udinese",1,0
"2005/2006","serie A",16,NA,"18","12","2005","15:00","Carlo Castellani",NA,"Gianluca Paparesta",NA,"Empoli","Fiorentina",1,1,"73","70",0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,3,1,"20, 28, 60","35",0,0,NA,NA,17,12,NA,NA,3,16,2,6,1,10,4,0,2,7,3,0,0,NA,0,NA,2,0,0,0,0,4,0,29,19,8,11,4,9,3,"draw",NA,NA,NA,NA
"2005/2006","serie A",16,NA,"18","12","2005","15:00","Giuseppe Meazza",NA,"Paolo Tagliavento",NA,"Milan","Messina",4,0,"23 48 83 85",NA,1,0,"23",NA,1,0,"23",NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,1,0,"70",NA,0,0,NA,NA,11,19,NA,NA,20,10,11,5,9,5,5,7,11,5,3,1,0,NA,0,NA,4,1,1,0,0,1,0,30,30,16,14,12,16,4,"victory","Milan","Messina",1,0
"2005/2006","serie A",16,NA,"18","12","2005","15:00","Renzo Barbera",NA,"Luca Palanca",NA,"Palermo","Livorno",0,2,NA,"67 90+4",0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,2,2,"4, 90+5","28, 74",1,0,NA,NA,14,20,NA,NA,14,10,6,5,8,5,2,6,7,1,2,1,0,NA,0,NA,2,0,0,0,0,4,1,34,24,11,13,8,8,3,"victory","Livorno","Palermo",0,1
"2005/2006","serie A",16,NA,"18","12","2005","15:00","Oreste Granillo",NA,"Paolo Bertini",NA,"Reggina","Inter",0,4,NA,"2 15 40 90+2",0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,2,3,"45+1, 67","37, 54, 58",0,0,NA,NA,11,12,NA,NA,12,19,5,9,7,10,5,5,7,7,2,3,0,NA,0,NA,4,0,0,0,0,5,0,23,31,14,17,10,14,5,"victory","Inter","Reggina",0,1
"2005/2006","serie A",16,NA,"18","12","2005","15:00","Artemio Franchi",NA,"Antonio Dattilo",NA,"Robur Siena","Parma",2,2,"51 77","46 90+4",0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,3,1,"43, 73, 83","28",0,0,NA,NA,17,19,NA,NA,8,2,4,2,4,0,0,2,3,3,7,5,0,NA,0,NA,4,0,0,0,0,4,0,36,10,6,4,2,6,12,"draw",NA,NA,NA,NA
"2005/2006","serie A",16,NA,"18","12","2005","20:30","Luigi Ferraris",NA,"Gianluca Rocchi",NA,"Sampdoria","Roma",1,1,"56","15",1,0,"56",NA,1,0,"56",NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,2,1,1,0,0,0,0,0,0,0,0,0,0,0,"draw",NA,NA,NA,NA
"2005/2006","serie A",17,NA,"21","12","2005","20:30","Cino E Lillo Del Duca",NA,"Paolo Dondarini",NA,"Ascoli","Treviso",1,0,"9",NA,0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,2,3,"11, 33","31, 52, 59",1,1,"66",NA,21,11,NA,NA,9,4,4,0,5,4,0,3,6,4,3,2,0,NA,0,NA,1,0,0,0,0,5,2,32,13,4,9,3,10,5,"victory","Ascoli","Treviso",1,0
"2005/2006","serie A",17,NA,"21","12","2005","20:30","Artemio Franchi",NA,"Roberto Rosetti",NA,"Fiorentina","Palermo",1,0,"40",NA,0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,2,1,"69, 83","58",0,0,NA,NA,19,21,NA,NA,11,11,4,6,7,5,5,3,1,9,0,3,0,NA,0,NA,1,0,0,0,0,3,0,40,22,10,12,8,10,3,"victory","Fiorentina","Palermo",1,0
"2005/2006","serie A",17,NA,"21","12","2005","20:30","Giuseppe Meazza",NA,"Oscar Girardi",NA,"Inter","Empoli",4,1,"4 45+5 67 85","64",0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,1,NA,"29",0,0,NA,NA,17,19,NA,NA,22,7,10,5,12,2,4,5,8,2,0,2,0,NA,0,NA,5,0,0,0,0,1,0,36,29,15,14,9,10,2,"victory","Inter","Empoli",1,0
