"season","league","matchweek","weekday","day","month","year","hour","stadium","attendance","referee","referee_var","home_team","away_team","home_team_score","away_team_score","home_team_score_time","away_team_score_time","home_team_penalty","away_team_penalty","home_team_penalty_time","away_team_penalty_time","home_team_penalty_scored","away_team_penalty_scored","home_team_penalty_scored_time","away_team_penalty_scored_time","home_team_penalty_missed","away_team_penalty_missed","home_team_penalty_missed_time","away_team_penalty_missed_time","home_team_own_goals","away_team_own_goals","home_team_own_goals_time","away_team_own_goals_time","home_team_possession","away_team_possession","home_team_yellow_card","away_team_yellow_card","home_team_yellow_card_time","away_team_yellow_card_time","home_team_red_card","away_team_red_card","home_team_red_card_time","away_team_red_card_time","home_team_fouls_committed","away_team_fouls_committed","home_team_fouls_won","away_team_fouls_won","home_team_shots","away_team_shots","home_team_shots_onTarget","away_team_shots_onTarget","home_team_shots_offTarget","away_team_shots_offTarget","home_team_shots_blocked","away_team_shots_blocked","home_team_corners","away_team_corners","home_team_offsides","away_team_offsides","home_team_ownGoals","home_team_ownGoals_time","away_team_ownGoals","away_team_ownGoals_time","total_score","total_penalty","total_penalty_scored","total_penalty_missed","total_ownGoals","total_yellow_card","total_red_card","total_fouls_committed","total_shots","total_shots_onTarget","total_shots_offTarget","total_shots_blocked","total_corner","total_offsides","match_final","team_won","team_lost","team_win_home","team_win_away"
"2015-16","serie A",1,NA,"22","08","2015","18:00","Marcantonio Bentegodi",NA,"Marco Guida",NA,"Hellas Verona","Roma",1,1,"61","66",0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,37,63,2,1,"33, 51","87",0,0,NA,NA,6,9,NA,NA,11,19,6,10,5,9,9,5,3,7,5,2,0,NA,0,NA,2,0,0,0,0,3,0,15,30,16,14,14,10,7,"draw",NA,NA,NA,NA
"2015-16","serie A",1,NA,"22","08","2015","20:45","Olimpico",NA,"Gianluca Rocchi",NA,"Lazio","Bologna",2,1,"17 23","43",0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,58,42,2,1,"68, 90","54",0,0,NA,NA,15,8,NA,NA,18,7,10,5,8,2,4,8,10,3,1,2,0,NA,0,NA,3,0,0,0,0,3,0,23,25,15,10,12,13,3,"victory","Lazio","Bologna",1,0
"2015-16","serie A",1,NA,"23","08","2015","18:00","Allianz Stadium",NA,"Paolo Silvio Mazzoleni",NA,"Juventus","Udinese",0,1,NA,"78",0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,64,36,1,3,"39","15, 35, 80",0,0,NA,NA,14,17,NA,NA,20,5,9,2,11,3,1,7,10,2,3,0,0,NA,0,NA,1,0,0,0,0,4,0,31,25,11,14,8,12,3,"victory","Udinese","Juventus",0,1
"2015-16","serie A",1,NA,"23","08","2015","20:45","Carlo Castellani",NA,"Maurizio Mariani",NA,"Empoli","Chievoverona",1,3,"7","55 60 64",0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,53,47,1,2,"65","53, 77",0,0,NA,NA,12,17,NA,NA,13,11,6,4,7,7,0,4,8,5,1,4,0,NA,0,NA,4,0,0,0,0,3,0,29,24,10,14,4,13,5,"victory","Chievoverona","Empoli",0,1
"2015-16","serie A",1,NA,"23","08","2015","20:45","Artemio Franchi",NA,"Paolo Valeri",NA,"Fiorentina","Milan",2,0,"38 56",NA,1,0,"56",NA,1,0,"56",NA,0,0,NA,NA,NA,NA,NA,NA,57,43,3,3,"31, 45, 59","9, 36, 55",0,0,NA,NA,17,13,NA,NA,9,7,6,1,3,6,1,5,4,5,1,4,0,NA,0,NA,2,1,1,0,0,6,0,30,16,7,9,6,9,5,"victory","Fiorentina","Milan",1,0
"2015-16","serie A",1,NA,"23","08","2015","20:45","Comunale",NA,"Luca Banti",NA,"Frosinone","Torino",1,2,"7","59 64",0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,44,56,2,2,"89, 90+5","45+1, 74",0,0,NA,NA,10,7,NA,NA,8,14,3,6,5,8,4,2,3,12,2,1,0,NA,0,NA,3,0,0,0,0,4,0,17,22,9,13,6,15,3,"victory","Torino","Frosinone",0,1
"2015-16","serie A",1,NA,"23","08","2015","20:45","Giuseppe Meazza",NA,"Gianpaolo Calvarese",NA,"Inter","Atalanta",1,0,"90+3",NA,0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,64,36,2,3,"36, 90+5","46, 66, 82",0,0,NA,NA,14,12,NA,NA,17,3,8,0,9,3,0,6,9,1,4,0,0,NA,0,NA,1,0,0,0,0,5,0,26,20,8,12,6,10,4,"victory","Inter","Atalanta",1,0
"2015-16","serie A",1,NA,"23","08","2015","20:45","Renzo Barbera",NA,"Massimiliano Irrati",NA,"Palermo","Genoa",1,0,"90+1",NA,0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,49,51,1,1,"28","90",0,0,NA,NA,10,12,NA,NA,12,9,9,4,3,5,4,6,5,6,1,5,0,NA,0,NA,1,0,0,0,0,2,0,22,21,13,8,10,11,6,"victory","Palermo","Genoa",1,0
"2015-16","serie A",1,NA,"23","08","2015","20:45","Luigi Ferraris",NA,"Michael Fabbri",NA,"Sampdoria","Carpi",5,2,"14 21 31 33 37","38 88",1,1,"14","90+1",1,0,"14",NA,0,1,NA,"90+1",NA,NA,NA,NA,58,42,2,3,"71, 76","13, 35, 66",0,0,NA,NA,12,12,NA,NA,7,18,6,7,1,11,5,2,4,6,2,0,0,NA,0,NA,7,2,1,1,0,5,0,24,25,13,12,7,10,2,"victory","Sampdoria","Carpi",1,0
"2015-16","serie A",1,NA,"23","08","2015","20:45","Mapei Stadium",NA,"Daniele Doveri",NA,"Sassuolo","Napoli",2,1,"32 84","3",0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,47,53,4,2,"4, 45, 57, 86","18, 39",0,0,NA,NA,13,19,NA,NA,8,10,6,4,2,6,2,4,5,1,2,2,0,NA,0,NA,3,0,0,0,0,6,0,32,18,10,8,6,6,4,"victory","Sassuolo","Napoli",1,0
